Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.13 [1.08-1.19],0.240,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.12 [1.07-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.08 [1.03-1.14],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.08 [1.03-1.14],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.05 [1.00-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.93 [0.88-0.97],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
XL-HDL-CE%,0.89 [0.85-0.93],0.741,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-LDL-C%,0.89 [0.85-0.93],0.801,,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-C%,0.88 [0.84-0.92],0.050,*,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.88 [0.83-0.92],0.032,*,Cholesterol to Total-Lipids in Large LDL percentage
