Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [1.01-1.25],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.05 [0.94-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.05 [0.93-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.05 [0.93-1.18],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.00 [0.90-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.94 [0.84-1.06],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.92 [0.82-1.03],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.91 [0.81-1.01],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-C%,0.90 [0.80-1.00],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.88 [0.79-0.98],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
