Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.63 [1.50-1.76],1.958e-27,***,Glycoprotein Acetyls
L-LDL-TG%,1.59 [1.48-1.72],4.009e-28,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.57 [1.46-1.69],7.997e-29,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.56 [1.44-1.68],4.362e-24,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-TG%,1.54 [1.41-1.67],2.697e-17,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-PL%,1.54 [1.41-1.67],7.842e-19,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.49 [1.36-1.62],2.595e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.48 [1.36-1.60],2.511e-15,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.46 [1.36-1.58],2.292e-17,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.44 [1.32-1.56],6.859e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.37 [1.26-1.49],1.154e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,1.37 [1.26-1.49],1.647e-08,***,Phospholipids to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,1.36 [1.23-1.50],2.369e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,1.33 [1.23-1.44],3.568e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.32 [1.22-1.43],3.537e-06,***,Phospholipids to Total-Lipids in IDL percentage
S-HDL-TG%,1.30 [1.19-1.41],4.263e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-C%,0.81 [0.75-0.87],0.004,**,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,0.81 [0.75-0.87],0.002,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Omega-6,0.80 [0.74-0.87],0.023,*,Omega-6 Fatty Acids
VLDL-C,0.80 [0.74-0.87],0.019,*,VLDL Cholesterol
S-VLDL-CE,0.80 [0.74-0.87],0.029,*,Cholesteryl Esters in Small VLDL
S-VLDL-PL,0.80 [0.73-0.87],0.021,*,Phospholipids in Small VLDL
M-HDL-CE%,0.80 [0.74-0.86],8.803e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
PUFA,0.79 [0.73-0.86],0.006,**,Polyunsaturated Fatty Acids
M-VLDL-P,0.78 [0.72-0.85],0.004,**,Concentration of Medium VLDL Particles
M-VLDL-PL,0.78 [0.72-0.84],6.189e-04,***,Phospholipids in Medium VLDL
S-VLDL-C,0.78 [0.71-0.84],4.482e-04,***,Cholesterol in Small VLDL
Cholines,0.78 [0.71-0.84],6.084e-04,***,Total-Cholines
L-VLDL-C%,0.77 [0.71-0.84],1.444e-04,***,Cholesterol to Total-Lipids in Large VLDL percentage
HDL-P,0.77 [0.71-0.85],0.003,**,Concentration of HDL Particles
VLDL-CE,0.77 [0.71-0.84],7.031e-05,***,Cholesteryl Esters in VLDL
S-LDL-FC%,0.77 [0.72-0.82],3.937e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-FC%,0.77 [0.71-0.83],1.053e-06,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.77 [0.70-0.83],1.568e-04,***,Degree of Unsaturation
XS-VLDL-FC%,0.77 [0.71-0.82],5.455e-09,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-PL,0.76 [0.70-0.83],2.897e-05,***,Total-Phospholipids in Lipoprotein Particles
M-HDL-C%,0.76 [0.71-0.83],3.602e-06,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-FC%,0.76 [0.70-0.83],5.900e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
DHA,0.76 [0.69-0.83],0.001,**,Docosahexaenoic Acid
Total-L,0.76 [0.70-0.82],1.578e-06,***,Total-Lipids in Lipoprotein Particles
XS-VLDL-C,0.76 [0.70-0.82],2.357e-05,***,Cholesterol in Very Small VLDL
PUFA/MUFA,0.76 [0.69-0.82],2.085e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-VLDL-CE%,0.75 [0.69-0.82],2.953e-06,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
IDL-FC%,0.75 [0.70-0.81],1.363e-08,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-P,0.74 [0.69-0.81],1.290e-06,***,Concentration of Small HDL Particles
M-VLDL-FC,0.74 [0.69-0.81],1.121e-06,***,Free Cholesterol in Medium VLDL
S-HDL-CE%,0.74 [0.69-0.80],3.827e-10,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-VLDL-FC,0.74 [0.68-0.81],5.063e-07,***,Free Cholesterol in Small VLDL
XL-HDL-C%,0.74 [0.68-0.81],8.543e-06,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-VLDL-CE%,0.74 [0.69-0.79],3.228e-11,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Total-P,0.74 [0.68-0.80],2.850e-06,***,Total-Concentration of Lipoprotein Particles
S-HDL-C,0.74 [0.68-0.80],1.210e-07,***,Cholesterol in Small HDL
XS-VLDL-CE,0.73 [0.67-0.80],2.063e-07,***,Cholesteryl Esters in Very Small VLDL
M-VLDL-CE%,0.73 [0.69-0.78],3.186e-17,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-CE,0.73 [0.67-0.79],9.637e-09,***,Cholesteryl Esters in Small HDL
S-LDL-P,0.73 [0.67-0.79],1.752e-08,***,Concentration of Small LDL Particles
XL-VLDL-C%,0.72 [0.66-0.79],7.022e-08,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
Remnant-C,0.72 [0.66-0.78],4.549e-11,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-PL,0.72 [0.66-0.78],6.642e-10,***,Phospholipids in Small LDL
L-LDL-P,0.72 [0.66-0.78],2.159e-09,***,Concentration of Large LDL Particles
XL-HDL-CE%,0.71 [0.66-0.77],1.298e-13,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
SM,0.71 [0.65-0.78],3.577e-09,***,Sphingomyelins
ApoB,0.71 [0.66-0.77],3.975e-11,***,Apolipoprotein B
