Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.11 [0.96-1.28],1.000,,Phospholipids to Total-Lipids in IDL percentage
IDL-FC%,1.04 [0.90-1.21],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
IDL-TG%,1.04 [0.90-1.20],1.000,,Triglycerides to Total-Lipids in IDL percentage
TG/PG,1.04 [0.89-1.21],1.000,,Triglycerides to Phosphoglycerides ratio
M-LDL-FC%,1.03 [0.88-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,1.00 [0.86-1.16],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-C,0.96 [0.83-1.10],1.000,,VLDL Cholesterol
LDL-CE,0.93 [0.81-1.07],1.000,,Cholesteryl Esters in LDL
Total-CE,0.90 [0.78-1.04],1.000,,Total-Esterified Cholesterol
HDL-CE,0.89 [0.76-1.05],1.000,,Cholesteryl Esters in HDL
