Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.33 [1.28-1.38],1.338e-47,***,Glycoprotein Acetyls
L-LDL-TG%,1.22 [1.18-1.27],4.256e-25,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.22 [1.17-1.26],2.233e-20,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.20 [1.16-1.24],3.892e-20,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.20 [1.16-1.24],4.306e-21,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.18 [1.14-1.23],8.530e-14,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.17 [1.13-1.21],1.376e-10,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,1.16 [1.12-1.20],5.162e-10,***,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.15 [1.11-1.19],3.228e-10,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.14 [1.10-1.18],8.223e-09,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.14 [1.10-1.18],8.888e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.14 [1.10-1.18],1.572e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.14 [1.10-1.18],6.091e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
Phe,1.13 [1.09-1.17],4.055e-07,***,Phenylalanine
M-VLDL-TG%,1.11 [1.08-1.16],7.238e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.91 [0.88-0.94],0.018,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-HDL-CE%,0.91 [0.88-0.94],0.034,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Omega-6,0.91 [0.88-0.94],0.044,*,Omega-6 Fatty Acids
M-VLDL-PL%,0.91 [0.88-0.94],0.009,**,Phospholipids to Total-Lipids in Medium VLDL percentage
Sc-ala,0.91 [0.88-0.94],0.022,*,Spectrometer-corrected alanine
S-HDL-P,0.91 [0.88-0.94],0.024,*,Concentration of Small HDL Particles
M-HDL-CE%,0.91 [0.88-0.94],0.006,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-VLDL-C%,0.91 [0.88-0.94],0.003,**,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-FC,0.91 [0.88-0.94],0.003,**,Free Cholesterol in Small VLDL
M-VLDL-FC%,0.90 [0.87-0.94],0.002,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
LA,0.90 [0.87-0.94],0.003,**,Linoleic Acid
S-HDL-C,0.90 [0.87-0.94],0.006,**,Cholesterol in Small HDL
M-VLDL-FC,0.90 [0.87-0.93],9.636e-04,***,Free Cholesterol in Medium VLDL
Total-L,0.90 [0.87-0.93],7.202e-04,***,Total-Lipids in Lipoprotein Particles
S-HDL-CE,0.90 [0.87-0.93],0.002,**,Cholesteryl Esters in Small HDL
Total-P,0.90 [0.87-0.93],0.009,**,Total-Concentration of Lipoprotein Particles
PUFA,0.90 [0.87-0.93],2.538e-04,***,Polyunsaturated Fatty Acids
S-LDL-FC%,0.90 [0.87-0.92],4.327e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-C%,0.89 [0.87-0.93],1.941e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-P,0.89 [0.86-0.93],3.888e-05,***,Concentration of Large LDL Particles
M-HDL-FC%,0.89 [0.86-0.93],0.003,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.89 [0.86-0.92],4.208e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.89 [0.86-0.93],2.063e-04,***,Omega-3 Fatty Acids
M-HDL-C%,0.89 [0.86-0.92],7.646e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-P,0.89 [0.86-0.92],1.504e-05,***,Concentration of Small LDL Particles
Remnant-C,0.89 [0.86-0.92],6.228e-06,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
