Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.16 [1.13-1.18],1.221e-37,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.12 [1.10-1.15],7.460e-24,***,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-TG%,1.11 [1.09-1.14],4.382e-22,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.11 [1.09-1.13],1.877e-19,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.11 [1.09-1.13],7.976e-20,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.10 [1.08-1.13],2.285e-18,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,1.10 [1.08-1.12],2.427e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.08 [1.06-1.10],5.779e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
GlycA,1.08 [1.05-1.10],8.020e-07,***,Glycoprotein Acetyls
S-VLDL-TG%,1.07 [1.05-1.09],1.393e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.07 [1.04-1.09],2.114e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.07 [1.05-1.09],5.323e-05,***,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.06 [1.04-1.08],0.002,**,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.06 [1.04-1.08],0.020,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,1.06 [1.04-1.08],0.026,*,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.95 [0.93-0.97],0.018,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-P,0.95 [0.93-0.97],0.021,*,Concentration of Small VLDL Particles
M-HDL-C%,0.95 [0.93-0.96],0.012,*,Cholesterol to Total-Lipids in Medium HDL percentage
XL-VLDL-C,0.94 [0.93-0.96],0.006,**,Cholesterol in Very Large VLDL
L-VLDL-C,0.94 [0.93-0.96],0.003,**,Cholesterol in Large VLDL
M-VLDL-C%,0.94 [0.93-0.96],0.001,**,Cholesterol to Total-Lipids in Medium VLDL percentage
LA%,0.94 [0.92-0.96],5.948e-04,***,Linoleic Acid to Total-Fatty Acids percentage
VLDL-L,0.94 [0.92-0.96],2.681e-04,***,Total-Lipids in VLDL
S-VLDL-C%,0.94 [0.92-0.96],5.285e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-C,0.94 [0.92-0.96],0.043,*,Cholesterol in Large HDL
L-HDL-CE,0.94 [0.92-0.96],0.027,*,Cholesteryl Esters in Large HDL
S-VLDL-L,0.94 [0.92-0.96],5.126e-05,***,Total-Lipids in Small VLDL
XS-VLDL-L,0.94 [0.92-0.96],3.141e-05,***,Total-Lipids in Very Small VLDL
VLDL-PL,0.94 [0.92-0.96],1.827e-05,***,Phospholipids in VLDL
