Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.10 [1.06-1.15],0.698,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.10 [1.06-1.15],0.892,,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.10 [1.06-1.14],0.484,,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.10 [1.06-1.14],0.873,,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-PL%,1.07 [1.03-1.12],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
Clinical LDL-C,0.90 [0.87-0.94],0.042,*,Clinical LDL Cholesterol
LDL-PL,0.90 [0.87-0.94],0.044,*,Phospholipids in LDL
L-LDL-PL,0.90 [0.87-0.94],0.048,*,Phospholipids in Large LDL
LDL-FC,0.90 [0.87-0.94],0.035,*,Free Cholesterol in LDL
LDL-L,0.90 [0.87-0.94],0.021,*,Total-Lipids in LDL
L-LDL-L,0.90 [0.87-0.94],0.026,*,Total-Lipids in Large LDL
Albumin,0.90 [0.87-0.94],0.027,*,Albumin
M-LDL-CE,0.90 [0.86-0.94],0.029,*,Cholesteryl Esters in Medium LDL
M-LDL-PL,0.90 [0.86-0.93],0.028,*,Phospholipids in Medium LDL
M-LDL-L,0.90 [0.86-0.93],0.022,*,Total-Lipids in Medium LDL
Total-FC,0.90 [0.86-0.93],0.018,*,Total-Free Cholesterol
Lactate,0.90 [0.86-0.93],0.028,*,Lactate
M-LDL-C,0.90 [0.86-0.93],0.011,*,Cholesterol in Medium LDL
LDL-C,0.90 [0.86-0.93],0.007,**,LDL Cholesterol
L-LDL-C,0.90 [0.86-0.93],0.009,**,Cholesterol in Large LDL
LDL-CE,0.90 [0.86-0.93],0.006,**,Cholesteryl Esters in LDL
M-LDL-FC,0.89 [0.86-0.93],0.008,**,Free Cholesterol in Medium LDL
L-LDL-CE,0.89 [0.86-0.93],0.005,**,Cholesteryl Esters in Large LDL
Total-L,0.89 [0.86-0.93],0.003,**,Total-Lipids in Lipoprotein Particles
XL-HDL-CE%,0.89 [0.86-0.93],0.001,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
LA,0.89 [0.86-0.92],9.878e-04,***,Linoleic Acid
Total-C,0.89 [0.86-0.92],9.513e-04,***,Total-Cholesterol
M-HDL-CE,0.89 [0.85-0.93],0.020,*,Cholesteryl Esters in Medium HDL
M-HDL-C,0.89 [0.85-0.93],0.020,*,Cholesterol in Medium HDL
L-LDL-C%,0.89 [0.85-0.92],5.612e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
ApoA1,0.89 [0.85-0.93],0.013,*,Apolipoprotein A1
Total-CE,0.89 [0.85-0.92],3.709e-04,***,Total-Esterified Cholesterol
Total-PL,0.89 [0.85-0.92],8.595e-04,***,Total-Phospholipids in Lipoprotein Particles
Phosphoglyc,0.89 [0.85-0.92],0.001,**,Phosphoglycerides
L-LDL-CE%,0.88 [0.85-0.92],4.058e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Cholines,0.88 [0.85-0.92],4.316e-04,***,Total-Cholines
Omega-6,0.88 [0.85-0.92],5.234e-05,***,Omega-6 Fatty Acids
PC,0.88 [0.84-0.92],3.065e-04,***,Phosphatidylcholines
PUFA,0.88 [0.84-0.91],4.138e-05,***,Polyunsaturated Fatty Acids
S-HDL-PL,0.88 [0.84-0.91],5.347e-05,***,Phospholipids in Small HDL
S-HDL-FC,0.87 [0.84-0.91],9.332e-06,***,Free Cholesterol in Small HDL
S-HDL-L,0.87 [0.83-0.90],6.105e-07,***,Total-Lipids in Small HDL
HDL-P,0.86 [0.83-0.90],2.301e-06,***,Concentration of HDL Particles
Total-P,0.86 [0.82-0.89],1.745e-07,***,Total-Concentration of Lipoprotein Particles
S-HDL-P,0.85 [0.82-0.88],8.056e-10,***,Concentration of Small HDL Particles
S-HDL-C,0.85 [0.81-0.88],2.583e-10,***,Cholesterol in Small HDL
S-HDL-CE,0.85 [0.81-0.88],1.726e-10,***,Cholesteryl Esters in Small HDL
