Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.09 [1.00-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.06 [0.98-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,1.02 [0.94-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.02 [0.93-1.10],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.01 [0.93-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.00 [0.92-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.99 [0.91-1.07],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.98 [0.91-1.07],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-CE%,0.98 [0.90-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,0.97 [0.90-1.05],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
