Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.38 [1.17-1.62],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.26 [1.05-1.50],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.22 [1.02-1.46],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.22 [1.02-1.46],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.02 [0.86-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.84 [0.71-1.00],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.83 [0.71-0.96],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.82 [0.69-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.81 [0.69-0.96],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.80 [0.68-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
