Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6,1.09 [0.89-1.32],1.000,,Omega-6 Fatty Acids
PUFA,1.06 [0.87-1.29],1.000,,Polyunsaturated Fatty Acids
M-LDL-FC%,1.05 [0.85-1.30],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-FA,1.03 [0.85-1.26],1.000,,Total-Fatty Acids
Unsaturation,1.01 [0.82-1.24],1.000,,Degree of Unsaturation
LDL-C,1.00 [0.82-1.21],1.000,,LDL Cholesterol
Clinical LDL-C,1.00 [0.82-1.21],1.000,,Clinical LDL Cholesterol
VLDL-C,0.99 [0.82-1.20],1.000,,VLDL Cholesterol
M-VLDL-FC%,0.99 [0.81-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-CE%,0.84 [0.70-1.02],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
