Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.38 [1.15-1.65],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.19 [0.98-1.46],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.19 [0.97-1.45],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.17 [0.96-1.43],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.12 [0.91-1.37],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.89 [0.74-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.89 [0.75-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.87 [0.73-1.04],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.87 [0.73-1.04],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.86 [0.71-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
