Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.07 [1.03-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.07 [1.02-1.12],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.02 [0.98-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-FC%,1.02 [0.97-1.06],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.01 [0.96-1.06],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.00 [0.95-1.04],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.99 [0.95-1.04],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.99 [0.95-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.98 [0.94-1.02],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
Albumin,0.90 [0.86-0.94],0.454,,Albumin
