Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.08 [0.99-1.18],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.07 [0.97-1.17],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.04 [0.94-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.03 [0.94-1.13],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.01 [0.92-1.10],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-C%,0.98 [0.90-1.07],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-C,0.90 [0.82-0.98],1.000,,LDL Cholesterol
Remnant-C,0.90 [0.82-0.98],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.90 [0.82-0.98],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.88 [0.80-0.96],1.000,,Total-Cholesterol
