Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.21 [1.00-1.47],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.14 [0.93-1.38],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.02 [0.85-1.24],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.02 [0.84-1.23],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,1.00 [0.83-1.21],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.00 [0.83-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,0.95 [0.79-1.16],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,0.94 [0.77-1.14],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-FC%,0.86 [0.70-1.06],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG%,0.86 [0.71-1.04],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
