Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.06 [0.94-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gly,1.06 [0.95-1.18],1.000,,Glycine
Phe,1.05 [0.95-1.17],1.000,,Phenylalanine
Ala,1.04 [0.91-1.18],1.000,,Alanine
His,1.01 [0.91-1.12],1.000,,Histidine
ApoA1,0.99 [0.89-1.12],1.000,,Apolipoprotein A1
Total-BCAA,0.98 [0.88-1.09],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.97 [0.86-1.08],1.000,,Valine
M-VLDL-C%,0.95 [0.85-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,0.90 [0.81-1.01],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
