Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.06 [0.95-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.06 [0.95-1.19],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C%,1.02 [0.91-1.14],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.02 [0.91-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.01 [0.91-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-CE%,1.00 [0.89-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,0.99 [0.89-1.11],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-FC%,0.98 [0.87-1.10],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.97 [0.87-1.09],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.91 [0.82-1.01],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
