Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,2.30 [1.98-2.67],5.982e-22,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,2.25 [1.90-2.65],5.611e-16,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,2.22 [1.91-2.57],6.781e-21,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,2.16 [1.79-2.60],2.523e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-PL%,2.13 [1.81-2.50],1.699e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,2.10 [1.82-2.42],1.255e-18,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,2.05 [1.71-2.45],1.163e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Ala,2.04 [1.71-2.42],2.074e-10,***,Alanine
Glu-lactate,1.91 [1.67-2.17],3.606e-17,***,Glucose-lactate
IDL-PL%,1.85 [1.58-2.16],4.175e-09,***,Phospholipids to Total-Lipids in IDL percentage
Creatinine,1.83 [1.60-2.09],1.639e-13,***,Creatinine
Glu,1.81 [1.56-2.09],4.768e-10,***,Glucose
Sc-ala,1.80 [1.56-2.07],1.245e-10,***,Spectrometer-corrected alanine
S-LDL-TG%,1.73 [1.49-2.01],2.144e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.67 [1.40-1.99],0.003,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,1.60 [1.35-1.89],0.017,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,1.58 [1.38-1.82],3.295e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,1.57 [1.33-1.85],0.032,*,Glycoprotein Acetyls
L-HDL-CE%,0.72 [0.64-0.81],0.005,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XL-HDL-CE%,0.69 [0.61-0.79],0.012,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.68 [0.61-0.77],1.423e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-C%,0.68 [0.61-0.76],1.937e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-CE%,0.68 [0.59-0.78],0.019,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-FC%,0.67 [0.60-0.75],2.347e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.67 [0.61-0.73],1.592e-12,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
