Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.26 [1.12-1.41],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.17 [1.03-1.33],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.12 [0.99-1.27],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.10 [0.97-1.26],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-PL%,1.09 [0.96-1.24],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-C%,0.75 [0.67-0.84],0.153,,Cholesterol to Total-Lipids in Small LDL percentage
Total-FC,0.74 [0.66-0.84],0.362,,Total-Free Cholesterol
Total-C,0.74 [0.66-0.83],0.198,,Total-Cholesterol
Total-CE,0.74 [0.66-0.83],0.174,,Total-Esterified Cholesterol
Albumin,0.72 [0.64-0.80],9.630e-04,***,Albumin
