Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.11 [0.97-1.28],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-TG%,1.11 [0.96-1.27],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.10 [0.95-1.27],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,1.02 [0.89-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-LDL-FC%,1.01 [0.88-1.16],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
Total-L,0.71 [0.62-0.81],0.134,,Total-Lipids in Lipoprotein Particles
LA,0.71 [0.62-0.81],0.217,,Linoleic Acid
Total-FA,0.70 [0.61-0.80],0.117,,Total-Fatty Acids
Omega-6,0.68 [0.59-0.78],0.015,*,Omega-6 Fatty Acids
PUFA,0.67 [0.58-0.77],0.006,**,Polyunsaturated Fatty Acids
