Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [1.01-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,1.05 [0.99-1.13],1.000,,Tyrosine
Omega-6/Omega-3,1.03 [0.96-1.10],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Phe,1.02 [0.95-1.09],1.000,,Phenylalanine
Ala,1.01 [0.93-1.09],1.000,,Alanine
VLDL-C,0.97 [0.91-1.04],1.000,,VLDL Cholesterol
HDL-CE,0.95 [0.88-1.03],1.000,,Cholesteryl Esters in HDL
Remnant-C,0.94 [0.88-1.00],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.94 [0.88-1.00],1.000,,Total-Cholesterol
M-LDL-FC%,0.92 [0.86-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
