Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.03 [0.85-1.26],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,1.03 [0.85-1.24],1.000,,Cholesteryl Esters in VLDL
VLDL-C,1.02 [0.85-1.23],1.000,,VLDL Cholesterol
LDL-CE,1.02 [0.84-1.23],1.000,,Cholesteryl Esters in LDL
Total-CE,1.01 [0.84-1.22],1.000,,Total-Esterified Cholesterol
Omega-6,1.00 [0.83-1.21],1.000,,Omega-6 Fatty Acids
SFA,0.99 [0.82-1.20],1.000,,Saturated Fatty Acids
Total-FA,0.99 [0.82-1.20],1.000,,Total-Fatty Acids
M-LDL-TG%,0.97 [0.80-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
PUFA,0.96 [0.80-1.17],1.000,,Polyunsaturated Fatty Acids
