Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.31 [1.18-1.46],0.079,,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.29 [1.17-1.43],0.142,,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.28 [1.16-1.41],0.217,,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-TG%,1.13 [1.02-1.25],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.12 [1.01-1.24],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Total-CE,0.79 [0.71-0.87],0.572,,Total-Esterified Cholesterol
IDL-C%,0.79 [0.72-0.86],0.044,*,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.77 [0.70-0.85],0.020,*,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.76 [0.69-0.83],0.001,**,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.76 [0.69-0.84],0.004,**,Cholesterol to Total-Lipids in Large LDL percentage
