Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.05 [0.92-1.20],1.000,,Glycine
M-LDL-PL%,1.04 [0.92-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
His,1.04 [0.92-1.17],1.000,,Histidine
Leu,1.03 [0.91-1.17],1.000,,Leucine
Total-BCAA,1.01 [0.89-1.15],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
SFA%,1.00 [0.88-1.13],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.94 [0.83-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.94 [0.82-1.06],1.000,,Omega-3 Fatty Acids
PUFA%,0.92 [0.81-1.04],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.92 [0.80-1.05],1.000,,Docosahexaenoic Acid
