Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-C%,1.08 [0.91-1.29],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.07 [0.90-1.27],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,1.04 [0.89-1.23],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-FC%,1.02 [0.86-1.20],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
IDL-PL%,1.00 [0.85-1.19],1.000,,Phospholipids to Total-Lipids in IDL percentage
LA%,1.00 [0.84-1.19],1.000,,Linoleic Acid to Total-Fatty Acids percentage
DHA%,0.99 [0.83-1.18],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
VLDL-CE,0.98 [0.83-1.15],1.000,,Cholesteryl Esters in VLDL
M-LDL-TG%,0.94 [0.79-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-CE,0.94 [0.79-1.11],1.000,,Total-Esterified Cholesterol
