Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-C%,1.13 [0.94-1.35],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.09 [0.92-1.30],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.04 [0.87-1.25],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.03 [0.85-1.23],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.03 [0.86-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.00 [0.84-1.19],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,0.99 [0.83-1.19],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-TG%,0.99 [0.83-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.97 [0.82-1.15],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.96 [0.81-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
