Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.23 [1.17-1.28],2.623e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.18 [1.13-1.22],8.347e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.17 [1.12-1.22],1.004e-07,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.16 [1.12-1.21],4.490e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.14 [1.10-1.19],5.832e-05,***,Phospholipids to Total-Lipids in IDL percentage
GlycA,1.13 [1.08-1.18],0.026,*,Glycoprotein Acetyls
XS-VLDL-TG%,1.13 [1.08-1.18],0.012,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-CE%,0.89 [0.86-0.93],0.030,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-CE,0.89 [0.86-0.93],0.022,*,Cholesteryl Esters in Medium VLDL
S-LDL-C,0.89 [0.86-0.93],0.020,*,Cholesterol in Small LDL
L-LDL-FC%,0.89 [0.86-0.93],0.010,*,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-FC,0.89 [0.86-0.93],0.012,*,Free Cholesterol in Small LDL
Remnant-C,0.89 [0.85-0.92],0.003,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Omega-6,0.89 [0.85-0.93],0.009,**,Omega-6 Fatty Acids
M-LDL-PL,0.89 [0.85-0.93],0.006,**,Phospholipids in Medium LDL
M-LDL-L,0.89 [0.85-0.92],0.005,**,Total-Lipids in Medium LDL
M-LDL-CE,0.89 [0.85-0.93],0.006,**,Cholesteryl Esters in Medium LDL
IDL-P,0.89 [0.85-0.92],0.003,**,Concentration of IDL Particles
IDL-PL,0.88 [0.85-0.92],0.003,**,Phospholipids in IDL
Total-L,0.88 [0.85-0.92],0.001,**,Total-Lipids in Lipoprotein Particles
SM,0.88 [0.85-0.92],0.013,*,Sphingomyelins
ApoA1,0.88 [0.84-0.92],0.036,*,Apolipoprotein A1
M-LDL-C,0.88 [0.85-0.92],7.894e-04,***,Cholesterol in Medium LDL
PUFA,0.88 [0.84-0.92],0.001,**,Polyunsaturated Fatty Acids
Albumin,0.88 [0.84-0.92],3.453e-04,***,Albumin
LDL-L,0.88 [0.84-0.92],2.335e-04,***,Total-Lipids in LDL
Non-HDL-C,0.88 [0.84-0.92],1.420e-04,***,Total-Cholesterol Minus HDL-C
LDL-PL,0.88 [0.84-0.92],1.804e-04,***,Phospholipids in LDL
LDL-CE,0.88 [0.84-0.91],1.756e-04,***,Cholesteryl Esters in LDL
IDL-FC,0.88 [0.84-0.92],3.951e-04,***,Free Cholesterol in IDL
S-HDL-FC,0.88 [0.84-0.92],0.001,**,Free Cholesterol in Small HDL
Phosphoglyc,0.88 [0.84-0.92],0.001,**,Phosphoglycerides
S-HDL-PL,0.88 [0.84-0.91],4.574e-04,***,Phospholipids in Small HDL
LDL-C,0.87 [0.84-0.91],3.495e-05,***,LDL Cholesterol
L-LDL-CE,0.87 [0.84-0.91],5.697e-05,***,Cholesteryl Esters in Large LDL
L-LDL-L,0.87 [0.84-0.91],3.659e-05,***,Total-Lipids in Large LDL
Total-FC,0.87 [0.84-0.91],3.500e-05,***,Total-Free Cholesterol
M-LDL-FC,0.87 [0.84-0.91],4.361e-05,***,Free Cholesterol in Medium LDL
XS-VLDL-C%,0.87 [0.84-0.91],1.330e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-PL,0.87 [0.83-0.91],7.961e-05,***,Total-Phospholipids in Lipoprotein Particles
IDL-L,0.87 [0.84-0.91],1.738e-05,***,Total-Lipids in IDL
Clinical LDL-C,0.87 [0.84-0.91],4.147e-06,***,Clinical LDL Cholesterol
Cholines,0.87 [0.83-0.91],1.414e-04,***,Total-Cholines
L-LDL-C,0.87 [0.83-0.91],1.074e-05,***,Cholesterol in Large LDL
PC,0.87 [0.83-0.91],1.156e-04,***,Phosphatidylcholines
S-HDL-L,0.87 [0.83-0.91],3.345e-05,***,Total-Lipids in Small HDL
LDL-FC,0.87 [0.83-0.90],4.140e-06,***,Free Cholesterol in LDL
L-LDL-PL,0.87 [0.83-0.90],4.009e-06,***,Phospholipids in Large LDL
M-LDL-C%,0.87 [0.83-0.90],6.802e-08,***,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-CE%,0.86 [0.83-0.90],7.952e-07,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.86 [0.83-0.90],1.256e-06,***,Cholesterol to Total-Lipids in Large LDL percentage
HDL-P,0.86 [0.82-0.90],5.746e-05,***,Concentration of HDL Particles
L-LDL-FC,0.86 [0.83-0.90],1.077e-06,***,Free Cholesterol in Large LDL
Total-C,0.86 [0.83-0.90],4.073e-07,***,Total-Cholesterol
IDL-C,0.86 [0.82-0.90],2.996e-07,***,Cholesterol in IDL
Total-CE,0.86 [0.82-0.89],1.137e-07,***,Total-Esterified Cholesterol
S-HDL-P,0.86 [0.82-0.89],3.945e-07,***,Concentration of Small HDL Particles
IDL-CE,0.85 [0.82-0.89],4.663e-08,***,Cholesteryl Esters in IDL
IDL-C%,0.85 [0.82-0.89],5.671e-10,***,Cholesterol to Total-Lipids in IDL percentage
Total-P,0.85 [0.81-0.89],1.657e-06,***,Total-Concentration of Lipoprotein Particles
S-HDL-C,0.85 [0.82-0.89],1.160e-07,***,Cholesterol in Small HDL
