Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.32 [1.23-1.43],4.425e-08,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-TG%,1.30 [1.21-1.40],4.824e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.29 [1.19-1.38],5.527e-06,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.27 [1.18-1.36],1.347e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.27 [1.17-1.37],3.305e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.26 [1.16-1.36],0.003,**,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.24 [1.15-1.34],0.012,*,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.84 [0.78-0.89],0.026,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.83 [0.77-0.89],0.040,*,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.82 [0.77-0.88],0.010,**,Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-CE%,0.81 [0.76-0.87],0.001,**,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-FC%,0.81 [0.76-0.87],0.003,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-CE%,0.81 [0.76-0.87],0.002,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
ApoB/ApoA1,0.81 [0.75-0.87],0.019,*,Apolipoprotein B to Apolipoprotein A1 ratio
M-VLDL-PL%,0.81 [0.76-0.87],6.087e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
VLDL-P,0.81 [0.75-0.87],0.014,*,Concentration of VLDL Particles
IDL-C%,0.81 [0.75-0.86],1.176e-04,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-L,0.81 [0.75-0.87],0.008,**,Total-Lipids in Very Small VLDL
VLDL-FC,0.80 [0.75-0.87],0.006,**,Free Cholesterol in VLDL
Phosphoglyc,0.80 [0.74-0.87],0.012,*,Phosphoglycerides
PC,0.80 [0.74-0.87],0.010,*,Phosphatidylcholines
S-VLDL-CE,0.80 [0.74-0.86],0.004,**,Cholesteryl Esters in Small VLDL
XS-VLDL-P,0.80 [0.74-0.86],0.003,**,Concentration of Very Small VLDL Particles
S-LDL-C%,0.80 [0.74-0.86],1.126e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-CE%,0.80 [0.74-0.85],6.826e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.79 [0.74-0.85],4.338e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-FC%,0.79 [0.73-0.86],0.004,**,Free Cholesterol to Total-Lipids in Small HDL percentage
