Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.26 [1.05-1.50],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.19 [0.98-1.45],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.07 [0.89-1.28],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.05 [0.84-1.32],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,1.00 [0.82-1.22],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.96 [0.80-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.88 [0.70-1.10],1.000,,HDL Cholesterol
ApoB,0.82 [0.68-0.99],1.000,,Apolipoprotein B
LDL-C,0.79 [0.66-0.95],1.000,,LDL Cholesterol
Clinical LDL-C,0.79 [0.66-0.95],1.000,,Clinical LDL Cholesterol
