Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Val,1.12 [0.92-1.36],1.000,,Valine
Total-BCAA,1.07 [0.89-1.30],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,1.06 [0.88-1.27],1.000,,Isoleucine
M-LDL-PL%,1.04 [0.87-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Leu,1.02 [0.84-1.24],1.000,,Leucine
M-LDL-FC%,0.99 [0.82-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Lactate,0.99 [0.82-1.19],1.000,,Lactate
Total-FC,0.95 [0.79-1.15],1.000,,Total-Free Cholesterol
Glu,0.94 [0.78-1.13],1.000,,Glucose
S-HDL-CE,0.63 [0.52-0.76],0.756,,Cholesteryl Esters in Small HDL
