Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.67 [1.45-1.92],1.965e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.64 [1.45-1.87],6.919e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.64 [1.44-1.86],3.760e-08,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.63 [1.44-1.84],1.826e-09,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.63 [1.42-1.87],2.290e-06,***,Phospholipids to Total-Lipids in IDL percentage
GlycA,1.55 [1.36-1.78],7.100e-05,***,Glycoprotein Acetyls
S-VLDL-TG%,1.49 [1.29-1.73],0.017,*,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.48 [1.29-1.70],0.012,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.47 [1.29-1.67],0.002,**,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.45 [1.27-1.67],0.032,*,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-FC%,0.71 [0.63-0.81],0.038,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-CE%,0.71 [0.63-0.80],0.024,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-C%,0.71 [0.62-0.80],0.016,*,Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-C%,0.70 [0.61-0.79],0.008,**,Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-CE%,0.68 [0.60-0.77],3.564e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.68 [0.60-0.77],3.186e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-PL,0.68 [0.59-0.79],0.046,*,Phospholipids in IDL
Remnant-C,0.68 [0.59-0.77],0.003,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-FC%,0.68 [0.60-0.76],1.007e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-P,0.67 [0.58-0.78],0.028,*,Concentration of Small LDL Particles
ApoB,0.67 [0.58-0.77],0.004,**,Apolipoprotein B
L-LDL-C%,0.67 [0.59-0.76],6.061e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-C,0.67 [0.58-0.77],0.007,**,Cholesterol in Medium VLDL
