Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.15 [1.07-1.24],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.13 [1.06-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA%,1.02 [0.96-1.10],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Ile,1.01 [0.94-1.08],1.000,,Isoleucine
VLDL-C,1.00 [0.94-1.07],1.000,,VLDL Cholesterol
Remnant-C,0.96 [0.90-1.03],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.95 [0.89-1.02],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.95 [0.88-1.01],1.000,,LDL Cholesterol
Total-C,0.94 [0.88-1.01],1.000,,Total-Cholesterol
M-LDL-FC%,0.89 [0.83-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
