Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,1.16 [1.03-1.30],1.000,,Glutamine
Ala,1.13 [0.99-1.30],1.000,,Alanine
Phe,1.12 [1.00-1.24],1.000,,Phenylalanine
Gly,1.10 [0.99-1.22],1.000,,Glycine
M-LDL-FC%,1.04 [0.92-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.98 [0.86-1.11],1.000,,HDL Cholesterol
M-VLDL-C%,0.95 [0.84-1.07],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB,0.85 [0.76-0.96],1.000,,Apolipoprotein B
Clinical LDL-C,0.85 [0.76-0.95],1.000,,Clinical LDL Cholesterol
LDL-C,0.85 [0.76-0.95],1.000,,LDL Cholesterol
