Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.19 [0.99-1.42],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-CE%,1.08 [0.90-1.29],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-C%,1.07 [0.89-1.29],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.06 [0.88-1.27],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.02 [0.85-1.21],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-FC%,1.00 [0.83-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.99 [0.83-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.99 [0.82-1.19],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.98 [0.82-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.97 [0.81-1.17],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
