Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Phe,1.13 [0.98-1.30],1.000,,Phenylalanine
M-LDL-FC%,1.11 [0.96-1.29],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gln,1.09 [0.94-1.26],1.000,,Glutamine
Tyr,1.06 [0.91-1.22],1.000,,Tyrosine
M-LDL-C%,1.02 [0.88-1.17],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.97 [0.82-1.15],1.000,,Cholesteryl Esters in HDL
LDL-CE,0.97 [0.84-1.12],1.000,,Cholesteryl Esters in LDL
Total-CE,0.95 [0.82-1.09],1.000,,Total-Esterified Cholesterol
M-LDL-TG%,0.93 [0.80-1.07],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,0.90 [0.78-1.04],1.000,,VLDL Cholesterol
