Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.12 [1.08-1.17],1.680e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.12 [1.08-1.16],2.128e-04,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.12 [1.08-1.17],0.002,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.11 [1.07-1.16],0.026,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.11 [1.07-1.15],0.002,**,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.11 [1.07-1.16],0.008,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-C,0.91 [0.87-0.94],0.044,*,Cholesterol in IDL
S-VLDL-FC%,0.91 [0.87-0.94],0.026,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.90 [0.87-0.94],0.031,*,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-FC,0.90 [0.87-0.94],0.025,*,Free Cholesterol in IDL
XS-VLDL-CE%,0.90 [0.87-0.94],0.007,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.90 [0.87-0.93],6.421e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
DHA,0.90 [0.87-0.94],0.037,*,Docosahexaenoic Acid
XS-VLDL-C%,0.90 [0.87-0.93],0.003,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.90 [0.87-0.93],7.100e-04,***,Cholesterol to Total-Lipids in IDL percentage
Unsaturation,0.90 [0.87-0.93],0.016,*,Degree of Unsaturation
L-LDL-C%,0.89 [0.86-0.93],4.395e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
