Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Unsaturation,1.12 [0.98-1.28],1.000,,Degree of Unsaturation
Creatinine,1.05 [0.91-1.22],1.000,,Creatinine
HDL-FC,1.04 [0.91-1.18],1.000,,Free Cholesterol in HDL
M-LDL-PL%,1.03 [0.91-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Lactate,1.01 [0.89-1.14],1.000,,Lactate
M-LDL-FC%,0.97 [0.86-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Phe,0.97 [0.86-1.10],1.000,,Phenylalanine
Ile,0.95 [0.83-1.07],1.000,,Isoleucine
Tyr,0.93 [0.82-1.05],1.000,,Tyrosine
His,0.90 [0.80-1.02],1.000,,Histidine
