Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.21 [1.16-1.25],4.848e-20,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.19 [1.15-1.23],8.586e-20,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.19 [1.15-1.22],1.126e-19,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.18 [1.14-1.22],2.118e-16,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-TG%,1.18 [1.14-1.21],5.527e-16,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.14 [1.11-1.18],4.382e-10,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.13 [1.09-1.17],1.022e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.13 [1.09-1.16],2.823e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,1.12 [1.08-1.16],3.464e-04,***,Glycoprotein Acetyls
M-HDL-PL%,1.12 [1.08-1.16],4.061e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.11 [1.08-1.15],1.091e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.10 [1.07-1.14],0.009,**,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.10 [1.06-1.14],0.020,*,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-CE%,0.92 [0.89-0.95],0.043,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-FC%,0.92 [0.89-0.95],0.031,*,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-CE%,0.92 [0.89-0.95],0.016,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-L,0.91 [0.88-0.95],0.043,*,Total-Lipids in Small VLDL
XS-VLDL-FC,0.91 [0.88-0.94],0.038,*,Free Cholesterol in Very Small VLDL
S-HDL-CE%,0.91 [0.88-0.94],0.015,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-C,0.91 [0.88-0.94],0.042,*,Cholesterol in Large VLDL
XL-VLDL-C,0.91 [0.88-0.94],0.044,*,Cholesterol in Very Large VLDL
SFA,0.91 [0.88-0.94],0.032,*,Saturated Fatty Acids
XS-VLDL-FC%,0.91 [0.88-0.94],0.002,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,0.91 [0.88-0.94],0.002,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
VLDL-PL,0.91 [0.88-0.94],0.011,*,Phospholipids in VLDL
LA%,0.91 [0.88-0.94],0.007,**,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-C%,0.91 [0.88-0.94],0.003,**,Cholesterol to Total-Lipids in Small HDL percentage
DHA,0.91 [0.88-0.94],0.014,*,Docosahexaenoic Acid
M-VLDL-C%,0.91 [0.88-0.94],0.001,**,Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-P,0.91 [0.88-0.94],0.002,**,Concentration of VLDL Particles
Val,0.91 [0.87-0.94],0.028,*,Valine
