Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.02 [0.85-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Phe,1.02 [0.85-1.22],1.000,,Phenylalanine
Ile,1.01 [0.85-1.21],1.000,,Isoleucine
Gly,1.01 [0.83-1.22],1.000,,Glycine
His,1.00 [0.84-1.20],1.000,,Histidine
M-LDL-FC%,0.96 [0.80-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Glu,0.93 [0.78-1.11],1.000,,Glucose
Lactate,0.91 [0.76-1.10],1.000,,Lactate
Citrate,0.87 [0.72-1.06],1.000,,Citrate
Pyruvate,0.87 [0.72-1.05],1.000,,Pyruvate
