Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-TG%,1.03 [0.98-1.07],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Phe,1.01 [0.97-1.05],1.000,,Phenylalanine
Gly,1.01 [0.96-1.05],1.000,,Glycine
M-LDL-PL%,1.00 [0.96-1.04],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,1.00 [0.95-1.05],1.000,,Alanine
VLDL-C,0.99 [0.95-1.03],1.000,,VLDL Cholesterol
LDL-CE,0.97 [0.94-1.01],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.97 [0.93-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.96 [0.92-1.00],1.000,,Total-Esterified Cholesterol
HDL-CE,0.95 [0.91-1.00],1.000,,Cholesteryl Esters in HDL
