Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.11 [1.00-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,1.03 [0.92-1.15],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.02 [0.92-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,1.02 [0.91-1.14],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.02 [0.91-1.14],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,0.99 [0.89-1.11],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.99 [0.89-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.96 [0.86-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,0.89 [0.80-1.00],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.88 [0.79-0.98],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
