Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.12 [1.08-1.17],0.003,**,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-PL,1.12 [1.07-1.16],0.019,*,Phospholipids in Medium HDL
M-HDL-L,1.11 [1.07-1.16],0.154,,Total-Lipids in Medium HDL
HDL-PL,1.11 [1.06-1.15],0.591,,Phospholipids in HDL
M-LDL-TG%,1.06 [1.02-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,0.98 [0.95-1.02],1.000,,Tyrosine
Ile,0.96 [0.92-0.99],1.000,,Isoleucine
ApoB/ApoA1,0.90 [0.87-0.94],0.202,,Apolipoprotein B to Apolipoprotein A1 ratio
Glu-lactate,0.89 [0.86-0.93],0.026,*,Glucose-lactate
Citrate,0.88 [0.84-0.91],6.727e-05,***,Citrate
