Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0727,0.1193,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,0.1598,0.1146,Glycoprotein Acetyls
LA%,0.0850,0.1002,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-PL%,0.0658,0.0799,Phospholipids to Total-Lipids in Small LDL percentage
Albumin,0.0793,0.0716,Albumin
Omega-3,0.0525,0.0664,Omega-3 Fatty Acids
Creatinine,0.0510,0.0447,Creatinine
Glu,0.0475,0.0398,Glucose
S-VLDL-FC%,0.0265,0.0389,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-CE%,0.0318,0.0380,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Ile,0.0272,0.0243,Isoleucine
Val,0.0137,0.0156,Valine
Tyr,0.0230,0.0154,Tyrosine
Glu-lactate,0.0147,0.0139,Glucose-lactate
SFA%,0.0082,0.0138,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.0205,0.0135,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Gln,0.0173,0.0122,Glutamine
S-LDL-C%,0.0107,0.0115,Cholesterol to Total-Lipids in Small LDL percentage
Ala,0.0082,0.0112,Alanine
3-Hydroxybutyrate,0.0105,0.0103,3-Hydroxybutyrate
Total-BCAA,0.0058,0.0101,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-CE%,0.0113,0.0097,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
DHA%,0.0122,0.0096,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6%,0.0138,0.0093,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA,0.0087,0.0087,Polyunsaturated Fatty Acids
His,0.0107,0.0085,Histidine
IDL-TG%,0.0062,0.0084,Triglycerides to Total-Lipids in IDL percentage
Leu,0.0082,0.0077,Leucine
XXL-VLDL-PL%,0.0060,0.0076,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.0105,0.0073,Free Cholesterol to Total-Lipids in Large VLDL percentage
Lactate,0.0083,0.0061,Lactate
PUFA%,0.0072,0.0059,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Phe,0.0143,0.0054,Phenylalanine
XXL-VLDL-TG,0.0050,0.0046,Triglycerides in Chylomicrons and Extremely Large VLDL
Acetate,0.0087,0.0038,Acetate
Acetoacetate,0.0032,0.0033,Acetoacetate
L-VLDL-TG%,0.0032,0.0032,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-FC%,0.0030,0.0030,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA,0.0018,0.0028,Linoleic Acid
Gly,0.0028,0.0024,Glycine
L-LDL-PL%,0.0032,0.0022,Phospholipids to Total-Lipids in Large LDL percentage
Pyruvate,0.0023,0.0019,Pyruvate
Unsaturation,0.0038,0.0018,Degree of Unsaturation
Sc-ala,0.0023,0.0017,Spectrometer-corrected alanine
S-LDL-PL,0.0015,0.0014,Phospholipids in Small LDL
IDL-PL%,0.0015,0.0014,Phospholipids to Total-Lipids in IDL percentage
S-HDL-FC%,0.0008,0.0014,Free Cholesterol to Total-Lipids in Small HDL percentage
Omega-3%,0.0017,0.0010,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0015,0.0009,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,0.0005,0.0007,Acetone
M-LDL-FC%,0.0008,0.0007,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-PL%,0.0015,0.0006,Phospholipids to Total-Lipids in Large HDL percentage
Citrate,0.0007,0.0005,Citrate
LDL-size,0.0003,0.0004,Average Diameter for LDL Particles
Omega-6/Omega-3,0.0003,0.0003,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
DHA,0.0003,0.0002,Docosahexaenoic Acid
XL-HDL-CE%,0.0002,0.0002,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
