Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Acetoacetate,0.0803,0.0655,Acetoacetate
IDL-PL%,0.0743,0.0603,Phospholipids to Total-Lipids in IDL percentage
M-LDL-C%,0.0303,0.0568,Cholesterol to Total-Lipids in Medium LDL percentage
GlycA,0.0605,0.0503,Glycoprotein Acetyls
Albumin,0.0672,0.0442,Albumin
DHA%,0.0190,0.0428,Docosahexaenoic Acid to Total-Fatty Acids percentage
Creatinine,0.0400,0.0422,Creatinine
Ala,0.0207,0.0319,Alanine
3-Hydroxybutyrate,0.0447,0.0318,3-Hydroxybutyrate
L-LDL-PL%,0.0348,0.0306,Phospholipids to Total-Lipids in Large LDL percentage
Total-BCAA,0.0217,0.0291,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Sc-ala,0.0352,0.0286,Spectrometer-corrected alanine
Lactate,0.0365,0.0282,Lactate
Acetone,0.0238,0.0278,Acetone
Val,0.0135,0.0261,Valine
Citrate,0.0143,0.0240,Citrate
LA%,0.0447,0.0234,Linoleic Acid to Total-Fatty Acids percentage
Gly,0.0185,0.0223,Glycine
His,0.0152,0.0222,Histidine
Tyr,0.0175,0.0218,Tyrosine
Phe,0.0285,0.0204,Phenylalanine
Gln,0.0223,0.0186,Glutamine
Glu-lactate,0.0147,0.0185,Glucose-lactate
Pyruvate,0.0195,0.0165,Pyruvate
XS-VLDL-FC%,0.0143,0.0154,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Acetate,0.0098,0.0140,Acetate
Omega-3%,0.0125,0.0139,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0127,0.0119,Free Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.0173,0.0118,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-CE%,0.0070,0.0107,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0143,0.0104,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-FC%,0.0113,0.0098,Free Cholesterol to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,0.0053,0.0090,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Leu,0.0060,0.0082,Leucine
LDL-size,0.0062,0.0081,Average Diameter for LDL Particles
XS-VLDL-CE%,0.0092,0.0076,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Ile,0.0048,0.0076,Isoleucine
IDL-TG%,0.0060,0.0072,Triglycerides to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0050,0.0066,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,0.0115,0.0065,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-TG%,0.0027,0.0047,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,0.0013,0.0044,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-PL%,0.0037,0.0043,Phospholipids to Total-Lipids in Medium LDL percentage
SFA%,0.0032,0.0039,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.0062,0.0038,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-C%,0.0045,0.0037,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0017,0.0036,Glucose
S-LDL-PL%,0.0033,0.0035,Phospholipids to Total-Lipids in Small LDL percentage
MUFA%,0.0022,0.0034,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C%,0.0005,0.0032,Cholesterol to Total-Lipids in Very Large HDL percentage
DHA,0.0042,0.0031,Docosahexaenoic Acid
L-LDL-CE%,0.0025,0.0031,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-CE%,0.0040,0.0031,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6%,0.0023,0.0027,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,0.0022,0.0024,Free Cholesterol to Total-Lipids in Very Large HDL percentage
LA,0.0020,0.0021,Linoleic Acid
L-LDL-TG%,0.0018,0.0015,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-PL%,0.0008,0.0007,Phospholipids to Total-Lipids in Small HDL percentage
