Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1733,0.1467,Glycoprotein Acetyls
IDL-TG%,0.0782,0.1166,Triglycerides to Total-Lipids in IDL percentage
Acetoacetate,0.0465,0.0579,Acetoacetate
Omega-6%,0.0493,0.0539,Omega-6 Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.0597,0.0511,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0593,0.0454,Linoleic Acid to Total-Fatty Acids percentage
Acetone,0.0252,0.0441,Acetone
Gln,0.0303,0.0242,Glutamine
Creatinine,0.0297,0.0240,Creatinine
Albumin,0.0295,0.0234,Albumin
Leu,0.0268,0.0232,Leucine
3-Hydroxybutyrate,0.0250,0.0227,3-Hydroxybutyrate
XS-VLDL-PL%,0.0195,0.0222,Phospholipids to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0207,0.0218,Glucose-lactate
His,0.0123,0.0218,Histidine
IDL-PL%,0.0233,0.0212,Phospholipids to Total-Lipids in IDL percentage
DHA%,0.0262,0.0209,Docosahexaenoic Acid to Total-Fatty Acids percentage
Val,0.0240,0.0196,Valine
IDL-C%,0.0188,0.0192,Cholesterol to Total-Lipids in IDL percentage
Gly,0.0182,0.0184,Glycine
Sc-ala,0.0148,0.0148,Spectrometer-corrected alanine
PUFA%,0.0110,0.0139,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0163,0.0132,Phospholipids to Total-Lipids in Small LDL percentage
SFA%,0.0105,0.0125,Saturated Fatty Acids to Total-Fatty Acids percentage
LDL-size,0.0090,0.0109,Average Diameter for LDL Particles
Citrate,0.0098,0.0096,Citrate
DHA,0.0107,0.0095,Docosahexaenoic Acid
Unsaturation,0.0103,0.0090,Degree of Unsaturation
XL-VLDL-FC%,0.0090,0.0086,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-FC%,0.0047,0.0081,Free Cholesterol to Total-Lipids in Small LDL percentage
Phe,0.0087,0.0081,Phenylalanine
Ala,0.0092,0.0072,Alanine
Pyruvate,0.0105,0.0071,Pyruvate
L-LDL-FC%,0.0048,0.0068,Free Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,0.0065,0.0066,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6,0.0068,0.0056,Omega-6 Fatty Acids
Acetate,0.0047,0.0055,Acetate
Omega-6/Omega-3,0.0053,0.0053,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Lactate,0.0055,0.0051,Lactate
PUFA/MUFA,0.0050,0.0044,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-FC%,0.0047,0.0040,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-3,0.0035,0.0035,Omega-3 Fatty Acids
M-LDL-C%,0.0050,0.0033,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.0027,0.0032,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-PL%,0.0035,0.0031,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-FC%,0.0027,0.0030,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Tyr,0.0030,0.0028,Tyrosine
XXL-VLDL-C%,0.0005,0.0020,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0008,0.0012,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-VLDL-PL%,0.0015,0.0011,Phospholipids to Total-Lipids in Large VLDL percentage
L-HDL-TG%,0.0005,0.0009,Triglycerides to Total-Lipids in Large HDL percentage
Glu,0.0008,0.0006,Glucose
IDL-FC%,0.0008,0.0005,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0003,0.0003,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0003,0.0003,Isoleucine
XL-HDL-CE%,0.0003,0.0003,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
