Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Sc-ala,0.0770,0.1446,Spectrometer-corrected alanine
S-HDL-L,0.0660,0.1337,Total-Lipids in Small HDL
S-HDL-PL,0.0593,0.0787,Phospholipids in Small HDL
Val,0.0347,0.0473,Valine
GlycA,0.0792,0.0429,Glycoprotein Acetyls
S-HDL-CE,0.0562,0.0404,Cholesteryl Esters in Small HDL
Creatinine,0.0675,0.0387,Creatinine
XXL-VLDL-CE%,0.0347,0.0378,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-P,0.0293,0.0331,Concentration of Small HDL Particles
XXL-VLDL-FC%,0.0338,0.0298,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gln,0.0498,0.0277,Glutamine
Ile,0.0367,0.0265,Isoleucine
LA,0.0387,0.0261,Linoleic Acid
Albumin,0.0337,0.0250,Albumin
Acetone,0.0262,0.0250,Acetone
His,0.0260,0.0211,Histidine
M-HDL-PL%,0.0083,0.0206,Phospholipids to Total-Lipids in Medium HDL percentage
Tyr,0.0213,0.0198,Tyrosine
Acetate,0.0277,0.0180,Acetate
LA%,0.0222,0.0168,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-C,0.0152,0.0120,Cholesterol in Small HDL
Leu,0.0088,0.0111,Leucine
S-HDL-FC,0.0102,0.0110,Free Cholesterol in Small HDL
L-VLDL-CE%,0.0237,0.0108,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-HDL-PL,0.0035,0.0090,Phospholipids in Medium HDL
Ala,0.0060,0.0085,Alanine
Total-BCAA,0.0065,0.0077,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Gly,0.0110,0.0070,Glycine
XL-HDL-C%,0.0097,0.0064,Cholesterol to Total-Lipids in Very Large HDL percentage
LDL-size,0.0083,0.0062,Average Diameter for LDL Particles
IDL-PL%,0.0075,0.0060,Phospholipids to Total-Lipids in IDL percentage
S-HDL-FC%,0.0067,0.0052,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL%,0.0043,0.0051,Phospholipids to Total-Lipids in Small HDL percentage
Citrate,0.0037,0.0047,Citrate
L-LDL-CE%,0.0058,0.0039,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0033,0.0036,Cholesterol to Total-Lipids in Small LDL percentage
MUFA%,0.0025,0.0033,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0043,0.0026,3-Hydroxybutyrate
Phe,0.0035,0.0025,Phenylalanine
XL-VLDL-PL%,0.0035,0.0025,Phospholipids to Total-Lipids in Very Large VLDL percentage
SFA%,0.0028,0.0024,Saturated Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0023,0.0023,Pyruvate
XXL-VLDL-PL%,0.0032,0.0021,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0030,0.0020,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0018,0.0016,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-PL%,0.0023,0.0016,Phospholipids to Total-Lipids in Very Small VLDL percentage
Lactate,0.0025,0.0015,Lactate
Glu-lactate,0.0020,0.0014,Glucose-lactate
IDL-CE%,0.0010,0.0011,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-VLDL-FC%,0.0010,0.0007,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-TG%,0.0012,0.0004,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0003,0.0002,Acetoacetate
XXL-VLDL-C%,0.0003,0.0001,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
