Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-CE%,0.0887,0.0991,Cholesteryl Esters to Total-Lipids in Large LDL percentage
GlycA,0.1135,0.0834,Glycoprotein Acetyls
LA%,0.0753,0.0716,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.1002,0.0694,Albumin
L-LDL-C%,0.0625,0.0626,Cholesterol to Total-Lipids in Large LDL percentage
LDL-size,0.0247,0.0449,Average Diameter for LDL Particles
S-LDL-C%,0.0380,0.0413,Cholesterol to Total-Lipids in Small LDL percentage
Tyr,0.0285,0.0381,Tyrosine
Creatinine,0.0303,0.0351,Creatinine
Leu,0.0222,0.0313,Leucine
S-LDL-PL%,0.0230,0.0307,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0267,0.0283,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Sc-ala,0.0210,0.0278,Spectrometer-corrected alanine
Citrate,0.0257,0.0250,Citrate
His,0.0273,0.0221,Histidine
Glu-lactate,0.0227,0.0215,Glucose-lactate
IDL-PL%,0.0102,0.0171,Phospholipids to Total-Lipids in IDL percentage
Gln,0.0178,0.0160,Glutamine
Unsaturation,0.0260,0.0158,Degree of Unsaturation
IDL-FC%,0.0147,0.0155,Free Cholesterol to Total-Lipids in IDL percentage
Acetate,0.0087,0.0136,Acetate
Glu,0.0118,0.0129,Glucose
Total-BCAA,0.0085,0.0110,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-PL%,0.0132,0.0107,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-C%,0.0112,0.0105,Cholesterol to Total-Lipids in Large VLDL percentage
IDL-CE%,0.0110,0.0104,Cholesteryl Esters to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0072,0.0092,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL%,0.0080,0.0086,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-HDL-CE%,0.0100,0.0085,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Ala,0.0060,0.0085,Alanine
M-VLDL-PL%,0.0065,0.0079,Phospholipids to Total-Lipids in Medium VLDL percentage
Val,0.0088,0.0075,Valine
S-LDL-C,0.0035,0.0066,Cholesterol in Small LDL
S-HDL-FC%,0.0033,0.0060,Free Cholesterol to Total-Lipids in Small HDL percentage
Ile,0.0057,0.0058,Isoleucine
M-LDL-C%,0.0070,0.0054,Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,0.0042,0.0045,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-TG%,0.0047,0.0036,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-FC%,0.0040,0.0035,Free Cholesterol to Total-Lipids in Large HDL percentage
VLDL-size,0.0048,0.0034,Average Diameter for VLDL Particles
DHA%,0.0037,0.0034,Docosahexaenoic Acid to Total-Fatty Acids percentage
Lactate,0.0023,0.0034,Lactate
M-HDL-C%,0.0047,0.0033,Cholesterol to Total-Lipids in Medium HDL percentage
Acetone,0.0053,0.0033,Acetone
XS-VLDL-FC%,0.0033,0.0033,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-PL%,0.0048,0.0032,Phospholipids to Total-Lipids in Large LDL percentage
ApoB/ApoA1,0.0033,0.0030,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-CE%,0.0020,0.0027,Cholesteryl Esters to Total-Lipids in Small HDL percentage
TG/PG,0.0017,0.0025,Triglycerides to Phosphoglycerides ratio
Omega-6/Omega-3,0.0022,0.0022,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Gly,0.0018,0.0021,Glycine
Pyruvate,0.0028,0.0021,Pyruvate
S-HDL-PL%,0.0030,0.0020,Phospholipids to Total-Lipids in Small HDL percentage
Acetoacetate,0.0030,0.0020,Acetoacetate
M-LDL-CE%,0.0023,0.0018,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,0.0020,0.0015,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
3-Hydroxybutyrate,0.0015,0.0012,3-Hydroxybutyrate
L-VLDL-PL%,0.0012,0.0011,Phospholipids to Total-Lipids in Large VLDL percentage
Phe,0.0013,0.0007,Phenylalanine
PUFA%,0.0008,0.0006,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
