Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gly,0.0640,0.0766,Glycine
Creatinine,0.0865,0.0744,Creatinine
MUFA%,0.0823,0.0624,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0697,0.0550,Citrate
Albumin,0.0440,0.0486,Albumin
GlycA,0.0610,0.0462,Glycoprotein Acetyls
Tyr,0.0327,0.0434,Tyrosine
Sc-ala,0.0313,0.0430,Spectrometer-corrected alanine
L-LDL-TG%,0.0295,0.0415,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-FC,0.0345,0.0331,Free Cholesterol in Small LDL
Pyruvate,0.0290,0.0321,Pyruvate
His,0.0262,0.0240,Histidine
IDL-CE%,0.0243,0.0238,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.0197,0.0203,Cholesterol to Total-Lipids in Medium LDL percentage
Lactate,0.0227,0.0201,Lactate
Gln,0.0167,0.0197,Glutamine
XL-HDL-CE%,0.0137,0.0195,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Val,0.0170,0.0192,Valine
M-LDL-TG%,0.0128,0.0162,Triglycerides to Total-Lipids in Medium LDL percentage
LA%,0.0137,0.0161,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.0180,0.0156,Glucose
Acetoacetate,0.0080,0.0153,Acetoacetate
L-HDL-PL%,0.0145,0.0130,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,0.0075,0.0129,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-3%,0.0158,0.0127,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC,0.0107,0.0124,Free Cholesterol in Very Large HDL
Ala,0.0058,0.0117,Alanine
3-Hydroxybutyrate,0.0093,0.0116,3-Hydroxybutyrate
Glu-lactate,0.0137,0.0112,Glucose-lactate
Phe,0.0143,0.0111,Phenylalanine
LDL-FC,0.0090,0.0104,Free Cholesterol in LDL
Acetate,0.0068,0.0095,Acetate
IDL-C%,0.0077,0.0090,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.0100,0.0086,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,0.0072,0.0068,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-PL%,0.0057,0.0065,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
ApoB/ApoA1,0.0080,0.0061,Apolipoprotein B to Apolipoprotein A1 ratio
LDL-size,0.0057,0.0059,Average Diameter for LDL Particles
Total-P,0.0060,0.0058,Total-Concentration of Lipoprotein Particles
IDL-FC%,0.0087,0.0057,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.0077,0.0056,Cholesterol to Total-Lipids in Large LDL percentage
Ile,0.0062,0.0054,Isoleucine
L-LDL-CE%,0.0067,0.0051,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-VLDL-TG,0.0043,0.0047,Triglycerides in Large VLDL
Unsaturation,0.0047,0.0045,Degree of Unsaturation
Acetone,0.0025,0.0042,Acetone
S-HDL-P,0.0033,0.0039,Concentration of Small HDL Particles
M-LDL-CE%,0.0052,0.0038,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-BCAA,0.0068,0.0036,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-PL%,0.0062,0.0035,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-PL%,0.0028,0.0032,Phospholipids to Total-Lipids in Small HDL percentage
PUFA%,0.0040,0.0019,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-C%,0.0013,0.0019,Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,0.0013,0.0016,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,0.0008,0.0016,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-FC%,0.0017,0.0015,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-TG,0.0010,0.0013,Triglycerides in Small VLDL
SFA%,0.0020,0.0013,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0030,0.0012,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-C%,0.0013,0.0012,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE%,0.0002,0.0007,Cholesteryl Esters to Total-Lipids in Large HDL percentage
DHA%,0.0007,0.0007,Docosahexaenoic Acid to Total-Fatty Acids percentage
XS-VLDL-FC%,0.0023,0.0005,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC%,0.0002,0.0002,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL,0.0002,0.0002,Phospholipids in Very Large HDL
S-LDL-PL%,0.0002,0.0002,Phospholipids to Total-Lipids in Small LDL percentage
