Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2252,0.1889,Glycoprotein Acetyls
Albumin,0.1550,0.1724,Albumin
L-LDL-TG%,0.0747,0.1252,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0427,0.0955,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-CE%,0.0718,0.0605,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-TG%,0.0252,0.0532,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0353,0.0355,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0285,0.0313,Cholesterol to Total-Lipids in Large LDL percentage
Creatinine,0.0343,0.0234,Creatinine
Val,0.0253,0.0197,Valine
Omega-3,0.0238,0.0167,Omega-3 Fatty Acids
Glu-lactate,0.0260,0.0162,Glucose-lactate
3-Hydroxybutyrate,0.0188,0.0143,3-Hydroxybutyrate
LA%,0.0228,0.0141,Linoleic Acid to Total-Fatty Acids percentage
Glu,0.0243,0.0122,Glucose
Ala,0.0175,0.0110,Alanine
LA,0.0097,0.0105,Linoleic Acid
S-HDL-CE,0.0110,0.0104,Cholesteryl Esters in Small HDL
S-LDL-PL%,0.0085,0.0084,Phospholipids to Total-Lipids in Small LDL percentage
Total-P,0.0083,0.0083,Total-Concentration of Lipoprotein Particles
XXL-VLDL-PL%,0.0133,0.0073,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0098,0.0067,Leucine
IDL-C%,0.0072,0.0064,Cholesterol to Total-Lipids in IDL percentage
DHA,0.0077,0.0054,Docosahexaenoic Acid
Gln,0.0077,0.0045,Glutamine
SFA%,0.0043,0.0039,Saturated Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0055,0.0036,Spectrometer-corrected alanine
Tyr,0.0048,0.0033,Tyrosine
Acetate,0.0075,0.0033,Acetate
Lactate,0.0065,0.0033,Lactate
Citrate,0.0052,0.0032,Citrate
Acetone,0.0053,0.0030,Acetone
His,0.0040,0.0025,Histidine
XS-VLDL-CE%,0.0040,0.0025,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Acetoacetate,0.0032,0.0021,Acetoacetate
MUFA%,0.0022,0.0016,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0020,0.0015,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0008,0.0014,Phospholipids to Total-Lipids in Large LDL percentage
XXL-VLDL-TG%,0.0015,0.0011,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0015,0.0009,Phospholipids to Total-Lipids in IDL percentage
Phe,0.0013,0.0009,Phenylalanine
Omega-6/Omega-3,0.0012,0.0008,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-C%,0.0008,0.0007,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-PL%,0.0013,0.0007,Phospholipids to Total-Lipids in Large HDL percentage
Total-BCAA,0.0005,0.0004,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-PL%,0.0005,0.0003,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,0.0005,0.0002,Glycine
XXL-VLDL-C%,0.0005,0.0002,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3%,0.0002,0.0001,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0002,0.0001,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-HDL-CE%,0.0002,8.8732e-05,Cholesteryl Esters to Total-Lipids in Large HDL percentage
