Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1564,0.1838,Creatinine
Albumin,0.1146,0.0964,Albumin
GlycA,0.0797,0.0830,Glycoprotein Acetyls
Val,0.0887,0.0773,Valine
M-VLDL-PL%,0.0295,0.0498,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-TG%,0.0288,0.0493,Triglycerides to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.0292,0.0458,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-C%,0.0454,0.0430,Cholesterol to Total-Lipids in Large LDL percentage
PUFA%,0.0439,0.0351,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0369,0.0303,Degree of Unsaturation
Gly,0.0390,0.0303,Glycine
Lactate,0.0329,0.0291,Lactate
XL-HDL-C,0.0147,0.0215,Cholesterol in Very Large HDL
XS-VLDL-PL%,0.0200,0.0203,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-BCAA,0.0179,0.0188,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-3,0.0217,0.0144,Omega-3 Fatty Acids
Phe,0.0217,0.0127,Phenylalanine
XL-HDL-FC,0.0068,0.0107,Free Cholesterol in Very Large HDL
L-HDL-FC%,0.0078,0.0104,Free Cholesterol to Total-Lipids in Large HDL percentage
Acetate,0.0135,0.0102,Acetate
Ala,0.0107,0.0089,Alanine
Glu,0.0133,0.0086,Glucose
Glu-lactate,0.0122,0.0083,Glucose-lactate
IDL-FC%,0.0110,0.0077,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-FC%,0.0070,0.0072,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Sc-ala,0.0098,0.0071,Spectrometer-corrected alanine
L-LDL-FC%,0.0072,0.0069,Free Cholesterol to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0055,0.0067,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Ile,0.0057,0.0057,Isoleucine
3-Hydroxybutyrate,0.0063,0.0052,3-Hydroxybutyrate
Acetoacetate,0.0060,0.0051,Acetoacetate
Pyruvate,0.0047,0.0048,Pyruvate
SM,0.0063,0.0048,Sphingomyelins
IDL-CE%,0.0048,0.0044,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-TG%,0.0032,0.0044,Triglycerides to Total-Lipids in Small HDL percentage
XXL-VLDL-FC%,0.0037,0.0034,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL%,0.0030,0.0026,Phospholipids to Total-Lipids in Large VLDL percentage
MUFA%,0.0017,0.0023,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0027,0.0023,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,0.0030,0.0021,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-C%,0.0022,0.0018,Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-P,0.0018,0.0017,Concentration of Very Large HDL Particles
SFA%,0.0020,0.0017,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0020,0.0015,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6%,0.0022,0.0014,Omega-6 Fatty Acids to Total-Fatty Acids percentage
His,0.0013,0.0013,Histidine
XXL-VLDL-PL%,0.0008,0.0013,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0017,0.0011,Average Diameter for LDL Particles
XS-VLDL-FC%,0.0018,0.0011,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-TG%,0.0010,0.0009,Triglycerides to Total-Lipids in Large VLDL percentage
XL-HDL-C%,0.0007,0.0008,Cholesterol to Total-Lipids in Very Large HDL percentage
Gln,0.0013,0.0008,Glutamine
S-LDL-PL%,0.0007,0.0008,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.0010,0.0005,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-HDL-PL%,0.0003,0.0005,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in IDL percentage
Citrate,0.0003,0.0004,Citrate
Acetone,0.0007,0.0004,Acetone
XXL-VLDL-C%,0.0003,0.0004,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,0.0003,0.0002,Phospholipids to Total-Lipids in Medium LDL percentage
