Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
S-LDL-C%,0.0467,0.0560,Cholesterol to Total-Lipids in Small LDL percentage
Albumin,0.0637,0.0535,Albumin
GlycA,0.0608,0.0453,Glycoprotein Acetyls
Ala,0.0282,0.0440,Alanine
3-Hydroxybutyrate,0.0317,0.0429,3-Hydroxybutyrate
LA%,0.0273,0.0391,Linoleic Acid to Total-Fatty Acids percentage
IDL-FC%,0.0433,0.0342,Free Cholesterol to Total-Lipids in IDL percentage
Citrate,0.0462,0.0341,Citrate
Creatinine,0.0283,0.0337,Creatinine
Gln,0.0222,0.0321,Glutamine
L-LDL-CE%,0.0282,0.0316,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-PL%,0.0320,0.0309,Phospholipids to Total-Lipids in IDL percentage
His,0.0193,0.0304,Histidine
Phe,0.0267,0.0303,Phenylalanine
Glu,0.0265,0.0290,Glucose
L-LDL-PL%,0.0298,0.0287,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-CE%,0.0510,0.0282,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.0263,0.0257,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0188,0.0243,Acetoacetate
Sc-ala,0.0110,0.0205,Spectrometer-corrected alanine
Gly,0.0177,0.0202,Glycine
Glu-lactate,0.0137,0.0195,Glucose-lactate
Pyruvate,0.0172,0.0194,Pyruvate
XXL-VLDL-TG%,0.0250,0.0174,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-size,0.0117,0.0169,Average Diameter for VLDL Particles
SFA%,0.0142,0.0151,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,0.0142,0.0140,Phospholipids to Total-Lipids in Large HDL percentage
Acetone,0.0098,0.0129,Acetone
M-LDL-FC,0.0142,0.0122,Free Cholesterol in Medium LDL
S-HDL-FC%,0.0195,0.0110,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-C%,0.0140,0.0108,Cholesterol to Total-Lipids in Medium LDL percentage
Tyr,0.0142,0.0102,Tyrosine
XXL-VLDL-CE%,0.0165,0.0101,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.0100,0.0084,Free Cholesterol to Total-Lipids in Large VLDL percentage
Unsaturation,0.0082,0.0073,Degree of Unsaturation
Acetate,0.0073,0.0071,Acetate
IDL-P,0.0077,0.0068,Concentration of IDL Particles
L-VLDL-TG%,0.0042,0.0064,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-PL%,0.0108,0.0063,Phospholipids to Total-Lipids in Small LDL percentage
Lactate,0.0067,0.0057,Lactate
Omega-3%,0.0035,0.0051,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-FC%,0.0043,0.0048,Free Cholesterol to Total-Lipids in Medium HDL percentage
PUFA,0.0072,0.0045,Polyunsaturated Fatty Acids
S-HDL-PL,0.0067,0.0042,Phospholipids in Small HDL
XL-VLDL-FC%,0.0028,0.0040,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
LDL-size,0.0062,0.0038,Average Diameter for LDL Particles
L-HDL-TG%,0.0025,0.0034,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL%,0.0030,0.0034,Phospholipids to Total-Lipids in Large VLDL percentage
SM,0.0055,0.0034,Sphingomyelins
L-VLDL-C%,0.0053,0.0034,Cholesterol to Total-Lipids in Large VLDL percentage
MUFA%,0.0047,0.0027,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0027,0.0027,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-PL%,0.0028,0.0025,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-C%,0.0015,0.0024,Cholesterol to Total-Lipids in Medium HDL percentage
LA,0.0023,0.0023,Linoleic Acid
Omega-3,0.0023,0.0021,Omega-3 Fatty Acids
Omega-6%,0.0007,0.0019,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,0.0015,0.0019,Phospholipids to Total-Lipids in Small HDL percentage
Ile,0.0013,0.0015,Isoleucine
S-HDL-CE%,0.0010,0.0014,Cholesteryl Esters to Total-Lipids in Small HDL percentage
IDL-CE%,0.0025,0.0014,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.0007,0.0014,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,0.0008,0.0014,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,0.0008,0.0009,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-CE%,0.0007,0.0005,Cholesteryl Esters to Total-Lipids in Small LDL percentage
PUFA/MUFA,0.0017,0.0005,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Leu,0.0005,0.0003,Leucine
