Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-CE%,0.1015,0.3297,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Creatinine,0.2290,0.1294,Creatinine
L-HDL-CE,0.0600,0.0787,Cholesteryl Esters in Large HDL
L-LDL-TG%,0.0260,0.0518,Triglycerides to Total-Lipids in Large LDL percentage
ApoB/ApoA1,0.0718,0.0510,Apolipoprotein B to Apolipoprotein A1 ratio
LA%,0.0613,0.0419,Linoleic Acid to Total-Fatty Acids percentage
LA,0.0465,0.0391,Linoleic Acid
Gly,0.0713,0.0382,Glycine
S-LDL-CE%,0.0557,0.0359,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-HDL-CE%,0.0247,0.0356,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-CE,0.0238,0.0258,Cholesteryl Esters in IDL
Albumin,0.0352,0.0178,Albumin
Glu-lactate,0.0332,0.0167,Glucose-lactate
XS-VLDL-PL%,0.0262,0.0146,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-C,0.0095,0.0145,Total-Cholesterol
HDL-CE,0.0143,0.0137,Cholesteryl Esters in HDL
3-Hydroxybutyrate,0.0275,0.0121,3-Hydroxybutyrate
S-LDL-C%,0.0090,0.0097,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-FC%,0.0062,0.0069,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-C%,0.0032,0.0051,Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-PL%,0.0098,0.0050,Phospholipids to Total-Lipids in Small LDL percentage
Acetoacetate,0.0107,0.0044,Acetoacetate
IDL-CE%,0.0038,0.0038,Cholesteryl Esters to Total-Lipids in IDL percentage
Phe,0.0068,0.0026,Phenylalanine
Glu,0.0062,0.0026,Glucose
IDL-TG%,0.0008,0.0024,Triglycerides to Total-Lipids in IDL percentage
M-VLDL-CE,0.0033,0.0023,Cholesteryl Esters in Medium VLDL
L-LDL-TG,0.0067,0.0022,Triglycerides in Large LDL
DHA,0.0048,0.0019,Docosahexaenoic Acid
GlycA,0.0050,0.0016,Glycoprotein Acetyls
Acetone,0.0017,0.0007,Acetone
S-LDL-PL,0.0013,0.0005,Phospholipids in Small LDL
L-HDL-P,0.0008,0.0005,Concentration of Large HDL Particles
IDL-C,0.0005,0.0005,Cholesterol in IDL
S-HDL-FC%,0.0005,0.0003,Free Cholesterol to Total-Lipids in Small HDL percentage
Citrate,0.0005,0.0002,Citrate
MUFA%,0.0005,0.0001,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Gln,0.0003,0.0001,Glutamine
