Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1020,0.1310,Albumin
Citrate,0.1337,0.1149,Citrate
L-LDL-FC%,0.0852,0.0673,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0540,0.0562,Phospholipids to Total-Lipids in Medium LDL percentage
Acetate,0.0443,0.0519,Acetate
Acetoacetate,0.0393,0.0424,Acetoacetate
Tyr,0.0578,0.0395,Tyrosine
Creatinine,0.0248,0.0300,Creatinine
3-Hydroxybutyrate,0.0265,0.0293,3-Hydroxybutyrate
M-LDL-CE%,0.0298,0.0271,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LA%,0.0255,0.0268,Linoleic Acid to Total-Fatty Acids percentage
Glu-lactate,0.0230,0.0264,Glucose-lactate
Phe,0.0190,0.0247,Phenylalanine
IDL-PL%,0.0303,0.0226,Phospholipids to Total-Lipids in IDL percentage
Omega-3%,0.0230,0.0217,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0275,0.0202,Acetone
Pyruvate,0.0160,0.0181,Pyruvate
DHA%,0.0170,0.0176,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-FC%,0.0157,0.0162,Free Cholesterol to Total-Lipids in IDL percentage
Gly,0.0140,0.0140,Glycine
Glu,0.0113,0.0140,Glucose
His,0.0165,0.0130,Histidine
L-LDL-PL%,0.0140,0.0119,Phospholipids to Total-Lipids in Large LDL percentage
Leu,0.0123,0.0109,Leucine
Val,0.0052,0.0106,Valine
Ala,0.0075,0.0097,Alanine
LDL-size,0.0053,0.0091,Average Diameter for LDL Particles
Cholines,0.0073,0.0086,Total-Cholines
Omega-6%,0.0075,0.0075,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC,0.0058,0.0073,Free Cholesterol in Very Large HDL
M-LDL-C%,0.0052,0.0072,Cholesterol to Total-Lipids in Medium LDL percentage
GlycA,0.0118,0.0069,Glycoprotein Acetyls
Sc-ala,0.0107,0.0066,Spectrometer-corrected alanine
S-LDL-CE%,0.0042,0.0057,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-C%,0.0075,0.0056,Cholesterol to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,0.0043,0.0055,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-FC%,0.0050,0.0054,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0062,0.0048,Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-TG%,0.0030,0.0047,Triglycerides to Total-Lipids in Large VLDL percentage
Ile,0.0040,0.0043,Isoleucine
S-HDL-PL,0.0032,0.0043,Phospholipids in Small HDL
L-HDL-PL%,0.0018,0.0039,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,0.0033,0.0038,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.0027,0.0038,Free Cholesterol to Total-Lipids in Medium LDL percentage
Lactate,0.0042,0.0030,Lactate
XXL-VLDL-PL%,0.0032,0.0029,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-CE%,0.0013,0.0027,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
ApoB/ApoA1,0.0012,0.0024,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-CE%,0.0015,0.0022,Cholesteryl Esters to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0013,0.0018,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0013,0.0017,Docosahexaenoic Acid
Omega-3,0.0012,0.0017,Omega-3 Fatty Acids
S-LDL-PL%,0.0023,0.0017,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,0.0003,0.0016,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-CE%,0.0012,0.0011,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-TG%,0.0010,0.0010,Triglycerides to Total-Lipids in Large HDL percentage
Gln,0.0020,0.0009,Glutamine
XXL-VLDL-CE%,0.0005,0.0009,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0005,0.0008,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0028,0.0006,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
