Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gly,0.1008,0.0902,Glycine
S-LDL-C%,0.0715,0.0869,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.0702,0.0816,Cholesteryl Esters to Total-Lipids in IDL percentage
Citrate,0.0623,0.0559,Citrate
Albumin,0.0580,0.0470,Albumin
LA%,0.0378,0.0447,Linoleic Acid to Total-Fatty Acids percentage
SFA%,0.0533,0.0432,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,0.0290,0.0423,Triglycerides to Total-Lipids in IDL percentage
Glu,0.0478,0.0411,Glucose
Creatinine,0.0302,0.0371,Creatinine
3-Hydroxybutyrate,0.0363,0.0349,3-Hydroxybutyrate
Acetone,0.0310,0.0274,Acetone
His,0.0313,0.0260,Histidine
Acetate,0.0308,0.0258,Acetate
Acetoacetate,0.0228,0.0206,Acetoacetate
Ile,0.0140,0.0201,Isoleucine
Omega-3%,0.0150,0.0185,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Gln,0.0158,0.0182,Glutamine
GlycA,0.0220,0.0178,Glycoprotein Acetyls
XS-VLDL-CE%,0.0125,0.0173,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Lactate,0.0265,0.0172,Lactate
Pyruvate,0.0105,0.0153,Pyruvate
L-LDL-CE%,0.0105,0.0138,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-6%,0.0115,0.0112,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-CE%,0.0137,0.0108,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-PL%,0.0088,0.0103,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-C%,0.0082,0.0097,Cholesterol to Total-Lipids in IDL percentage
LDL-size,0.0112,0.0094,Average Diameter for LDL Particles
Phe,0.0102,0.0093,Phenylalanine
M-LDL-C%,0.0087,0.0090,Cholesterol to Total-Lipids in Medium LDL percentage
Leu,0.0077,0.0089,Leucine
Ala,0.0082,0.0082,Alanine
XXL-VLDL-CE%,0.0090,0.0079,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-C%,0.0082,0.0070,Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.0057,0.0069,Degree of Unsaturation
XXL-VLDL-PL%,0.0078,0.0064,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-FC%,0.0055,0.0056,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-LDL-PL%,0.0067,0.0052,Phospholipids to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0055,0.0050,Phospholipids to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0028,0.0043,Glucose-lactate
Tyr,0.0037,0.0037,Tyrosine
XS-VLDL-TG%,0.0025,0.0032,Triglycerides to Total-Lipids in Very Small VLDL percentage
Omega-3,0.0018,0.0030,Omega-3 Fatty Acids
XL-HDL-TG%,0.0015,0.0018,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-FC%,0.0013,0.0014,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-PL%,0.0012,0.0013,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-LDL-PL%,0.0013,0.0013,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-PL%,0.0022,0.0013,Phospholipids to Total-Lipids in Large LDL percentage
DHA%,0.0010,0.0012,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-PL%,0.0008,0.0010,Phospholipids to Total-Lipids in IDL percentage
Sc-ala,0.0007,0.0009,Spectrometer-corrected alanine
Omega-6/Omega-3,0.0013,0.0008,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-FC%,0.0005,0.0006,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-BCAA,0.0007,0.0005,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
PUFA%,0.0002,0.0002,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
