Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.1025,0.2287,Cholesterol to Total-Lipids in Large LDL percentage
Creatinine,0.1237,0.0981,Creatinine
Albumin,0.0873,0.0724,Albumin
GlycA,0.0795,0.0595,Glycoprotein Acetyls
3-Hydroxybutyrate,0.0653,0.0578,3-Hydroxybutyrate
PUFA%,0.0592,0.0447,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-CE%,0.0323,0.0338,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu,0.0370,0.0306,Glucose
L-LDL-CE%,0.0358,0.0292,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Acetate,0.0357,0.0286,Acetate
XS-VLDL-FC%,0.0237,0.0270,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,0.0235,0.0241,Phospholipids to Total-Lipids in Very Small VLDL percentage
His,0.0280,0.0207,Histidine
L-LDL-TG%,0.0127,0.0176,Triglycerides to Total-Lipids in Large LDL percentage
Citrate,0.0207,0.0169,Citrate
Acetone,0.0238,0.0168,Acetone
Gln,0.0147,0.0146,Glutamine
Leu,0.0133,0.0133,Leucine
IDL-FC%,0.0142,0.0126,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-PL%,0.0148,0.0118,Phospholipids to Total-Lipids in Large HDL percentage
Omega-6,0.0125,0.0109,Omega-6 Fatty Acids
Ile,0.0117,0.0108,Isoleucine
Val,0.0112,0.0100,Valine
PUFA,0.0120,0.0095,Polyunsaturated Fatty Acids
Phe,0.0090,0.0089,Phenylalanine
XL-HDL-CE%,0.0067,0.0077,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Glu-lactate,0.0098,0.0074,Glucose-lactate
IDL-PL%,0.0092,0.0068,Phospholipids to Total-Lipids in IDL percentage
Lactate,0.0053,0.0066,Lactate
Omega-3%,0.0052,0.0062,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0057,0.0056,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-PL%,0.0053,0.0053,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-TG%,0.0057,0.0046,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA/MUFA,0.0060,0.0046,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.0038,0.0046,Degree of Unsaturation
LDL-size,0.0050,0.0045,Average Diameter for LDL Particles
Sc-ala,0.0045,0.0044,Spectrometer-corrected alanine
LA%,0.0045,0.0042,Linoleic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0025,0.0032,Acetoacetate
Gly,0.0032,0.0026,Glycine
Ala,0.0033,0.0025,Alanine
Tyr,0.0017,0.0020,Tyrosine
Pyruvate,0.0013,0.0020,Pyruvate
SFA%,0.0017,0.0018,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0020,0.0017,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0015,0.0012,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0013,0.0011,Phospholipids to Total-Lipids in Small HDL percentage
XL-VLDL-FC%,0.0008,0.0006,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
