Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1273,0.1434,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0868,0.1033,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.0390,0.0481,Free Cholesterol to Total-Lipids in Large VLDL percentage
Albumin,0.0763,0.0466,Albumin
Val,0.0435,0.0449,Valine
GlycA,0.0342,0.0435,Glycoprotein Acetyls
Glu-lactate,0.0502,0.0421,Glucose-lactate
Tyr,0.0428,0.0419,Tyrosine
Creatinine,0.0313,0.0398,Creatinine
Ile,0.0340,0.0329,Isoleucine
S-LDL-PL%,0.0258,0.0282,Phospholipids to Total-Lipids in Small LDL percentage
Gly,0.0338,0.0280,Glycine
Glu,0.0303,0.0273,Glucose
LA,0.0233,0.0235,Linoleic Acid
Gln,0.0213,0.0226,Glutamine
Total-BCAA,0.0237,0.0225,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Citrate,0.0342,0.0214,Citrate
Acetate,0.0198,0.0197,Acetate
Lactate,0.0148,0.0174,Lactate
Phe,0.0160,0.0163,Phenylalanine
S-LDL-CE%,0.0137,0.0163,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Pyruvate,0.0122,0.0146,Pyruvate
Leu,0.0117,0.0120,Leucine
L-LDL-PL%,0.0080,0.0101,Phospholipids to Total-Lipids in Large LDL percentage
M-HDL-C%,0.0127,0.0094,Cholesterol to Total-Lipids in Medium HDL percentage
Acetoacetate,0.0092,0.0085,Acetoacetate
M-HDL-PL%,0.0097,0.0081,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,0.0072,0.0076,Alanine
DHA,0.0078,0.0071,Docosahexaenoic Acid
L-VLDL-C%,0.0117,0.0068,Cholesterol to Total-Lipids in Large VLDL percentage
Omega-3,0.0048,0.0064,Omega-3 Fatty Acids
M-LDL-CE%,0.0065,0.0061,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-HDL-FC,0.0052,0.0060,Free Cholesterol in Very Large HDL
Sc-ala,0.0048,0.0059,Spectrometer-corrected alanine
L-LDL-C%,0.0042,0.0046,Cholesterol to Total-Lipids in Large LDL percentage
His,0.0045,0.0045,Histidine
L-LDL-CE%,0.0065,0.0044,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0053,0.0042,Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,0.0060,0.0041,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-FC%,0.0035,0.0039,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-CE%,0.0035,0.0038,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-HDL-PL%,0.0028,0.0036,Phospholipids to Total-Lipids in Very Large HDL percentage
LDL-size,0.0033,0.0032,Average Diameter for LDL Particles
M-LDL-TG%,0.0023,0.0026,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL,0.0025,0.0025,Phospholipids in Medium HDL
3-Hydroxybutyrate,0.0025,0.0024,3-Hydroxybutyrate
S-HDL-PL%,0.0005,0.0023,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG%,0.0020,0.0022,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-FC%,0.0028,0.0020,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-6/Omega-3,0.0008,0.0017,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-6%,0.0015,0.0015,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-TG%,0.0015,0.0014,Triglycerides to Total-Lipids in Large VLDL percentage
Acetone,0.0010,0.0013,Acetone
MUFA%,0.0018,0.0013,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0017,0.0012,Degree of Unsaturation
DHA%,0.0018,0.0011,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,0.0013,0.0010,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0012,0.0005,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-C%,0.0010,0.0005,Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA%,0.0002,0.0002,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.0002,6.2030e-05,Cholesterol to Total-Lipids in Medium LDL percentage
