Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-PL,0.0653,0.1286,Phospholipids in Large HDL
XL-HDL-FC%,0.0530,0.0890,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.0958,0.0799,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0783,0.0615,Isoleucine
IDL-FC%,0.0622,0.0478,Free Cholesterol to Total-Lipids in IDL percentage
Gln,0.0327,0.0363,Glutamine
Glu,0.0417,0.0316,Glucose
XXL-VLDL-PL%,0.0353,0.0297,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0278,0.0288,Glucose-lactate
Acetoacetate,0.0295,0.0274,Acetoacetate
M-LDL-PL%,0.0250,0.0236,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,0.0227,0.0204,Acetone
XXL-VLDL-TG%,0.0258,0.0201,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
GlycA,0.0217,0.0191,Glycoprotein Acetyls
His,0.0262,0.0177,Histidine
Unsaturation,0.0183,0.0174,Degree of Unsaturation
Creatinine,0.0190,0.0158,Creatinine
DHA%,0.0152,0.0157,Docosahexaenoic Acid to Total-Fatty Acids percentage
Val,0.0177,0.0153,Valine
Acetate,0.0212,0.0148,Acetate
LDL-size,0.0162,0.0145,Average Diameter for LDL Particles
L-LDL-CE%,0.0148,0.0142,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-C,0.0080,0.0133,Cholesterol in Large HDL
M-LDL-C%,0.0152,0.0130,Cholesterol to Total-Lipids in Medium LDL percentage
Pyruvate,0.0150,0.0130,Pyruvate
XL-HDL-PL,0.0087,0.0124,Phospholipids in Very Large HDL
Ala,0.0112,0.0122,Alanine
Omega-3%,0.0130,0.0121,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-L,0.0067,0.0115,Total-Lipids in Large HDL
Citrate,0.0118,0.0114,Citrate
Gly,0.0170,0.0103,Glycine
S-LDL-CE%,0.0127,0.0100,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-HDL-C,0.0078,0.0085,Cholesterol in Very Large HDL
DHA,0.0082,0.0079,Docosahexaenoic Acid
XL-HDL-L,0.0060,0.0073,Total-Lipids in Very Large HDL
Lactate,0.0050,0.0069,Lactate
L-HDL-P,0.0048,0.0067,Concentration of Large HDL Particles
Albumin,0.0068,0.0064,Albumin
M-LDL-CE%,0.0078,0.0063,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-PL%,0.0047,0.0061,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0063,0.0059,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,0.0077,0.0050,Cholesterol to Total-Lipids in Small LDL percentage
PC,0.0083,0.0049,Phosphatidylcholines
3-Hydroxybutyrate,0.0067,0.0048,3-Hydroxybutyrate
Omega-6/Omega-3,0.0032,0.0046,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Tyr,0.0037,0.0041,Tyrosine
S-HDL-FC%,0.0047,0.0040,Free Cholesterol to Total-Lipids in Small HDL percentage
MUFA%,0.0035,0.0036,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,0.0020,0.0029,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,0.0025,0.0028,Phospholipids to Total-Lipids in Large HDL percentage
Phe,0.0028,0.0027,Phenylalanine
IDL-CE%,0.0035,0.0026,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.0042,0.0023,Linoleic Acid to Total-Fatty Acids percentage
Sc-ala,0.0015,0.0021,Spectrometer-corrected alanine
S-HDL-PL%,0.0022,0.0021,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,0.0010,0.0008,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE,0.0005,0.0003,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Leu,0.0002,7.4391e-05,Leucine
