Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Acetoacetate,0.0307,0.0528,Acetoacetate
Creatinine,0.0755,0.0495,Creatinine
Gln,0.0332,0.0430,Glutamine
GlycA,0.0352,0.0428,Glycoprotein Acetyls
Acetate,0.0483,0.0411,Acetate
Citrate,0.0132,0.0407,Citrate
IDL-PL%,0.0275,0.0400,Phospholipids to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0622,0.0375,3-Hydroxybutyrate
Gly,0.0405,0.0359,Glycine
Acetone,0.0363,0.0357,Acetone
His,0.0340,0.0345,Histidine
Glu-lactate,0.0347,0.0324,Glucose-lactate
SFA%,0.0573,0.0322,Saturated Fatty Acids to Total-Fatty Acids percentage
Leu,0.0435,0.0310,Leucine
XXL-VLDL-FC%,0.0122,0.0305,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0257,0.0260,Spectrometer-corrected alanine
Phe,0.0163,0.0218,Phenylalanine
IDL-FC%,0.0282,0.0195,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-CE%,0.0267,0.0193,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-FC%,0.0195,0.0190,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-TG%,0.0207,0.0183,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-CE%,0.0093,0.0155,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0077,0.0145,Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-CE%,0.0107,0.0138,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Lactate,0.0167,0.0128,Lactate
VLDL-size,0.0103,0.0123,Average Diameter for VLDL Particles
LDL-size,0.0078,0.0112,Average Diameter for LDL Particles
LA%,0.0132,0.0110,Linoleic Acid to Total-Fatty Acids percentage
SM,0.0093,0.0107,Sphingomyelins
Ile,0.0092,0.0101,Isoleucine
Omega-6/Omega-3,0.0103,0.0097,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-CE%,0.0060,0.0095,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-C,0.0072,0.0094,Cholesterol in Chylomicrons and Extremely Large VLDL
M-HDL-PL%,0.0165,0.0092,Phospholipids to Total-Lipids in Medium HDL percentage
Pyruvate,0.0095,0.0091,Pyruvate
M-LDL-TG%,0.0018,0.0085,Triglycerides to Total-Lipids in Medium LDL percentage
Ala,0.0102,0.0081,Alanine
LA,0.0082,0.0073,Linoleic Acid
M-LDL-PL,0.0055,0.0070,Phospholipids in Medium LDL
Unsaturation,0.0105,0.0068,Degree of Unsaturation
Albumin,0.0055,0.0064,Albumin
IDL-CE%,0.0075,0.0062,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-PL%,0.0095,0.0060,Phospholipids to Total-Lipids in Small LDL percentage
Omega-3%,0.0115,0.0060,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0040,0.0058,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,0.0025,0.0052,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-C%,0.0042,0.0052,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0037,0.0047,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-TG,0.0053,0.0046,Triglycerides in VLDL
M-VLDL-L,0.0030,0.0043,Total-Lipids in Medium VLDL
Val,0.0015,0.0042,Valine
XL-HDL-FC%,0.0068,0.0040,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Glu,0.0062,0.0037,Glucose
PUFA%,0.0040,0.0035,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC,0.0030,0.0035,Free Cholesterol in Very Large HDL
L-LDL-TG%,0.0015,0.0034,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-PL%,0.0022,0.0034,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-PL%,0.0023,0.0032,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,0.0025,0.0031,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-HDL-TG%,0.0022,0.0031,Triglycerides to Total-Lipids in Very Large HDL percentage
S-LDL-FC%,0.0027,0.0031,Free Cholesterol to Total-Lipids in Small LDL percentage
Tyr,0.0022,0.0030,Tyrosine
S-HDL-PL%,0.0022,0.0023,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-PL%,0.0022,0.0018,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-FC,0.0010,0.0006,Free Cholesterol in Small HDL
