Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1052,0.0904,Creatinine
LA%,0.0792,0.0772,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-PL%,0.0445,0.0663,Phospholipids to Total-Lipids in Small VLDL percentage
Acetate,0.0467,0.0558,Acetate
S-LDL-PL%,0.0490,0.0444,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0368,0.0421,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,0.0432,0.0409,Linoleic Acid
Tyr,0.0320,0.0379,Tyrosine
M-LDL-PL%,0.0313,0.0367,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,0.0427,0.0348,Acetone
XS-VLDL-CE%,0.0225,0.0308,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
His,0.0332,0.0293,Histidine
Gly,0.0267,0.0283,Glycine
Glu-lactate,0.0412,0.0262,Glucose-lactate
Albumin,0.0240,0.0246,Albumin
L-LDL-C%,0.0177,0.0234,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0197,0.0225,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL%,0.0235,0.0211,Phospholipids to Total-Lipids in Large LDL percentage
Phe,0.0127,0.0187,Phenylalanine
GlycA,0.0185,0.0178,Glycoprotein Acetyls
Citrate,0.0190,0.0174,Citrate
LDL-size,0.0182,0.0151,Average Diameter for LDL Particles
IDL-FC%,0.0155,0.0128,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-CE%,0.0077,0.0111,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Ile,0.0120,0.0107,Isoleucine
Pyruvate,0.0128,0.0104,Pyruvate
L-LDL-CE%,0.0095,0.0100,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ala,0.0070,0.0099,Alanine
Acetoacetate,0.0118,0.0098,Acetoacetate
Gln,0.0108,0.0092,Glutamine
IDL-PL%,0.0103,0.0089,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,0.0083,0.0083,Phospholipids to Total-Lipids in Medium HDL percentage
Lactate,0.0087,0.0079,Lactate
3-Hydroxybutyrate,0.0105,0.0077,3-Hydroxybutyrate
M-LDL-C%,0.0082,0.0076,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-TG%,0.0087,0.0075,Triglycerides to Total-Lipids in Large HDL percentage
Glu,0.0050,0.0072,Glucose
Sc-ala,0.0083,0.0072,Spectrometer-corrected alanine
XL-HDL-C%,0.0047,0.0069,Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-C%,0.0098,0.0066,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-C%,0.0048,0.0053,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0038,0.0053,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,0.0077,0.0047,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0058,0.0046,Valine
L-HDL-FC%,0.0038,0.0032,Free Cholesterol to Total-Lipids in Large HDL percentage
Leu,0.0023,0.0031,Leucine
S-HDL-FC%,0.0020,0.0019,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-FC%,0.0017,0.0017,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-6/Omega-3,0.0022,0.0016,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,0.0028,0.0014,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-3,0.0012,0.0014,Omega-3 Fatty Acids
SFA%,0.0015,0.0013,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.0018,0.0013,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Total-BCAA,0.0008,0.0010,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
DHA%,0.0007,0.0004,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-PL%,0.0002,0.0002,Phospholipids to Total-Lipids in Small HDL percentage
