Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.0880,0.0665,Albumin
Creatinine,0.0395,0.0475,Creatinine
Pyruvate,0.0350,0.0449,Pyruvate
Tyr,0.0430,0.0414,Tyrosine
GlycA,0.0322,0.0407,Glycoprotein Acetyls
Acetone,0.0247,0.0395,Acetone
LDL-size,0.0397,0.0386,Average Diameter for LDL Particles
Acetoacetate,0.0340,0.0362,Acetoacetate
Omega-6/Omega-3,0.0583,0.0357,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
DHA%,0.0373,0.0355,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-PL%,0.0432,0.0355,Phospholipids to Total-Lipids in Large LDL percentage
Sc-ala,0.0147,0.0313,Spectrometer-corrected alanine
M-HDL-PL%,0.0342,0.0311,Phospholipids to Total-Lipids in Medium HDL percentage
3-Hydroxybutyrate,0.0602,0.0301,3-Hydroxybutyrate
XXL-VLDL-PL%,0.0337,0.0290,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0152,0.0273,Glucose-lactate
Gly,0.0242,0.0261,Glycine
IDL-FC%,0.0128,0.0241,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-PL%,0.0287,0.0234,Phospholipids to Total-Lipids in Medium LDL percentage
Citrate,0.0238,0.0226,Citrate
IDL-PL%,0.0162,0.0184,Phospholipids to Total-Lipids in IDL percentage
Val,0.0180,0.0172,Valine
Ala,0.0095,0.0166,Alanine
LA%,0.0148,0.0150,Linoleic Acid to Total-Fatty Acids percentage
Phe,0.0073,0.0149,Phenylalanine
His,0.0145,0.0145,Histidine
Lactate,0.0202,0.0138,Lactate
Gln,0.0083,0.0115,Glutamine
Unsaturation,0.0168,0.0112,Degree of Unsaturation
M-LDL-C%,0.0095,0.0109,Cholesterol to Total-Lipids in Medium LDL percentage
Ile,0.0065,0.0093,Isoleucine
M-LDL-CE%,0.0072,0.0091,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Omega-3%,0.0123,0.0080,Omega-3 Fatty Acids to Total-Fatty Acids percentage
ApoB/ApoA1,0.0098,0.0080,Apolipoprotein B to Apolipoprotein A1 ratio
Leu,0.0097,0.0077,Leucine
XXL-VLDL-FC%,0.0093,0.0074,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-CE%,0.0090,0.0073,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
IDL-CE%,0.0090,0.0069,Cholesteryl Esters to Total-Lipids in IDL percentage
MUFA%,0.0063,0.0054,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0023,0.0053,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.0045,0.0053,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Acetate,0.0027,0.0049,Acetate
S-HDL-TG,0.0022,0.0048,Triglycerides in Small HDL
S-LDL-CE%,0.0010,0.0047,Cholesteryl Esters to Total-Lipids in Small LDL percentage
PUFA/MUFA,0.0045,0.0046,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-BCAA,0.0047,0.0045,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-TG%,0.0035,0.0044,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,0.0050,0.0044,Triglycerides to Total-Lipids in Large VLDL percentage
XL-HDL-FC%,0.0063,0.0038,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-VLDL-PL%,0.0030,0.0037,Phospholipids to Total-Lipids in Large VLDL percentage
VLDL-size,0.0037,0.0036,Average Diameter for VLDL Particles
S-HDL-PL%,0.0048,0.0036,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,0.0020,0.0034,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-CE%,0.0012,0.0031,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-FC,0.0012,0.0030,Free Cholesterol in Medium LDL
HDL-P,0.0027,0.0026,Concentration of HDL Particles
L-LDL-C%,0.0033,0.0023,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-TG%,0.0013,0.0022,Triglycerides to Total-Lipids in Very Large HDL percentage
Omega-6%,0.0007,0.0016,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-CE,0.0018,0.0014,Cholesteryl Esters in Medium VLDL
L-LDL-FC%,0.0003,0.0011,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-TG%,0.0003,0.0007,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0003,0.0007,Free Cholesterol to Total-Lipids in Small HDL percentage
Glu,0.0002,0.0002,Glucose
