Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1570,0.1620,Glycoprotein Acetyls
Albumin,0.1022,0.0920,Albumin
Creatinine,0.0713,0.0747,Creatinine
XS-VLDL-PL%,0.0652,0.0743,Phospholipids to Total-Lipids in Very Small VLDL percentage
LA,0.0820,0.0683,Linoleic Acid
L-LDL-C%,0.0423,0.0480,Cholesterol to Total-Lipids in Large LDL percentage
Sc-ala,0.0327,0.0366,Spectrometer-corrected alanine
3-Hydroxybutyrate,0.0342,0.0315,3-Hydroxybutyrate
Acetoacetate,0.0327,0.0308,Acetoacetate
Ala,0.0148,0.0271,Alanine
Unsaturation,0.0232,0.0258,Degree of Unsaturation
Gln,0.0247,0.0224,Glutamine
Lactate,0.0240,0.0202,Lactate
Leu,0.0193,0.0197,Leucine
Acetate,0.0188,0.0187,Acetate
PUFA%,0.0223,0.0178,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0243,0.0171,Acetone
Glu,0.0282,0.0169,Glucose
Gly,0.0138,0.0153,Glycine
L-LDL-CE%,0.0128,0.0143,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LA%,0.0107,0.0113,Linoleic Acid to Total-Fatty Acids percentage
Citrate,0.0090,0.0113,Citrate
S-HDL-FC%,0.0112,0.0111,Free Cholesterol to Total-Lipids in Small HDL percentage
His,0.0098,0.0101,Histidine
Phe,0.0072,0.0097,Phenylalanine
XXL-VLDL-FC%,0.0067,0.0088,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0042,0.0086,Phospholipids to Total-Lipids in Large LDL percentage
Tyr,0.0068,0.0085,Tyrosine
Val,0.0075,0.0071,Valine
Omega-3,0.0065,0.0068,Omega-3 Fatty Acids
L-LDL-TG%,0.0050,0.0058,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-C,0.0048,0.0057,Cholesterol in Medium HDL
Glu-lactate,0.0057,0.0055,Glucose-lactate
M-LDL-C%,0.0047,0.0053,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.0058,0.0053,Triglycerides to Total-Lipids in Medium LDL percentage
Pyruvate,0.0050,0.0050,Pyruvate
MUFA%,0.0045,0.0048,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0060,0.0046,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-PL%,0.0057,0.0044,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0055,0.0039,Phospholipids to Total-Lipids in Large HDL percentage
IDL-FC%,0.0043,0.0038,Free Cholesterol to Total-Lipids in IDL percentage
Omega-3%,0.0040,0.0034,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0030,0.0031,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-CE%,0.0017,0.0031,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,0.0022,0.0028,Apolipoprotein B to Apolipoprotein A1 ratio
L-VLDL-FC%,0.0020,0.0018,Free Cholesterol to Total-Lipids in Large VLDL percentage
Ile,0.0005,0.0010,Isoleucine
S-LDL-FC%,0.0010,0.0009,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-CE%,0.0010,0.0009,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
DHA%,0.0005,0.0009,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0010,0.0007,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0008,0.0006,Saturated Fatty Acids to Total-Fatty Acids percentage
