Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Lactate,0.1385,0.1170,Lactate
L-LDL-TG%,0.0768,0.0918,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-C%,0.0545,0.0824,Cholesterol to Total-Lipids in Large LDL percentage
IDL-PL%,0.0707,0.0729,Phospholipids to Total-Lipids in IDL percentage
Albumin,0.0580,0.0524,Albumin
M-HDL-CE,0.0590,0.0501,Cholesteryl Esters in Medium HDL
Acetone,0.0413,0.0454,Acetone
Glu,0.0388,0.0361,Glucose
His,0.0557,0.0353,Histidine
3-Hydroxybutyrate,0.0302,0.0321,3-Hydroxybutyrate
Creatinine,0.0348,0.0320,Creatinine
Pyruvate,0.0265,0.0316,Pyruvate
Unsaturation,0.0283,0.0298,Degree of Unsaturation
LA%,0.0313,0.0208,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.0225,0.0207,Glycoprotein Acetyls
PUFA%,0.0228,0.0186,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Gln,0.0148,0.0158,Glutamine
SM,0.0120,0.0134,Sphingomyelins
Val,0.0127,0.0131,Valine
XS-VLDL-PL%,0.0092,0.0122,Phospholipids to Total-Lipids in Very Small VLDL percentage
DHA,0.0123,0.0121,Docosahexaenoic Acid
DHA%,0.0128,0.0110,Docosahexaenoic Acid to Total-Fatty Acids percentage
Acetate,0.0068,0.0099,Acetate
S-HDL-P,0.0090,0.0097,Concentration of Small HDL Particles
M-HDL-PL%,0.0043,0.0089,Phospholipids to Total-Lipids in Medium HDL percentage
HDL-CE,0.0080,0.0081,Cholesteryl Esters in HDL
Omega-3,0.0120,0.0080,Omega-3 Fatty Acids
Sc-ala,0.0067,0.0078,Spectrometer-corrected alanine
Citrate,0.0053,0.0073,Citrate
S-HDL-FC%,0.0083,0.0071,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-CE%,0.0062,0.0070,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-PL%,0.0030,0.0060,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.0028,0.0059,Cholesterol to Total-Lipids in Medium LDL percentage
LDL-size,0.0048,0.0054,Average Diameter for LDL Particles
Glu-lactate,0.0063,0.0054,Glucose-lactate
Ile,0.0020,0.0052,Isoleucine
XXL-VLDL-FC%,0.0018,0.0051,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0077,0.0046,Alanine
IDL-TG%,0.0037,0.0045,Triglycerides to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.0038,0.0043,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Gly,0.0058,0.0043,Glycine
SFA%,0.0042,0.0041,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0043,0.0032,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-CE%,0.0022,0.0032,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0017,0.0030,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,0.0022,0.0026,Triglycerides to Total-Lipids in Large VLDL percentage
Phe,0.0032,0.0024,Phenylalanine
Acetoacetate,0.0020,0.0021,Acetoacetate
M-LDL-TG%,0.0018,0.0020,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.0015,0.0019,Cholesterol to Total-Lipids in Small LDL percentage
Omega-3%,0.0013,0.0011,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Tyr,0.0008,0.0010,Tyrosine
XL-HDL-C%,0.0012,0.0007,Cholesterol to Total-Lipids in Very Large HDL percentage
Total-BCAA,0.0007,0.0006,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-PL%,0.0002,0.0005,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0003,0.0004,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Leu,0.0003,0.0004,Leucine
