Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1653,0.2453,Albumin
GlycA,0.2293,0.2416,Glycoprotein Acetyls
Phe,0.1297,0.1340,Phenylalanine
Sc-ala,0.0567,0.0766,Spectrometer-corrected alanine
XL-HDL-TG%,0.0478,0.0487,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-HDL-PL%,0.0440,0.0360,Phospholipids to Total-Lipids in Very Large HDL percentage
Ala,0.0378,0.0352,Alanine
Val,0.0285,0.0201,Valine
Creatinine,0.0270,0.0197,Creatinine
Tyr,0.0170,0.0136,Tyrosine
Pyruvate,0.0160,0.0089,Pyruvate
Ile,0.0068,0.0084,Isoleucine
L-LDL-C%,0.0157,0.0079,Cholesterol to Total-Lipids in Large LDL percentage
HDL-size,0.0060,0.0068,Average Diameter for HDL Particles
VLDL-size,0.0078,0.0060,Average Diameter for VLDL Particles
Acetoacetate,0.0150,0.0059,Acetoacetate
Leu,0.0082,0.0057,Leucine
S-HDL-PL%,0.0183,0.0055,Phospholipids to Total-Lipids in Small HDL percentage
Gly,0.0060,0.0055,Glycine
Lactate,0.0055,0.0052,Lactate
S-LDL-PL%,0.0053,0.0050,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-CE%,0.0060,0.0044,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Glu,0.0127,0.0044,Glucose
Acetate,0.0075,0.0042,Acetate
3-Hydroxybutyrate,0.0070,0.0040,3-Hydroxybutyrate
Omega-6/Omega-3,0.0093,0.0040,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Acetone,0.0062,0.0035,Acetone
His,0.0065,0.0032,Histidine
Omega-3%,0.0097,0.0030,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE%,0.0057,0.0026,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Citrate,0.0020,0.0026,Citrate
XS-VLDL-FC%,0.0022,0.0023,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,0.0015,0.0023,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-PL%,0.0032,0.0021,Phospholipids to Total-Lipids in IDL percentage
Gln,0.0028,0.0019,Glutamine
L-HDL-FC%,0.0030,0.0019,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-PL%,0.0025,0.0018,Phospholipids to Total-Lipids in Medium LDL percentage
LA%,0.0023,0.0017,Linoleic Acid to Total-Fatty Acids percentage
Total-BCAA,0.0035,0.0017,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-VLDL-FC%,0.0013,0.0013,Free Cholesterol to Total-Lipids in Large VLDL percentage
LDL-size,0.0028,0.0013,Average Diameter for LDL Particles
L-LDL-CE%,0.0013,0.0008,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-CE%,0.0015,0.0006,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu-lactate,0.0007,0.0006,Glucose-lactate
Unsaturation,0.0003,0.0005,Degree of Unsaturation
XS-VLDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC%,0.0005,0.0004,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6%,0.0008,0.0004,Omega-6 Fatty Acids to Total-Fatty Acids percentage
SFA%,0.0012,0.0002,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.0007,0.0002,Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.0002,0.0002,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-P,0.0003,0.0001,Total-Concentration of Lipoprotein Particles
MUFA%,0.0002,0.0001,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-PL%,0.0002,4.3589e-05,Phospholipids to Total-Lipids in Large LDL percentage
