Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1393,0.2836,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0958,0.1987,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,0.2237,0.1408,Glycoprotein Acetyls
Albumin,0.1102,0.0575,Albumin
Leu,0.0880,0.0547,Leucine
LA,0.0280,0.0346,Linoleic Acid
IDL-P,0.0328,0.0292,Concentration of IDL Particles
IDL-CE,0.0155,0.0217,Cholesteryl Esters in IDL
Remnant-C,0.0148,0.0202,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
XXL-VLDL-CE,0.0250,0.0186,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
VLDL-size,0.0257,0.0184,Average Diameter for VLDL Particles
XS-VLDL-CE%,0.0170,0.0125,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.0107,0.0124,Cholesteryl Esters to Total-Lipids in IDL percentage
Val,0.0208,0.0123,Valine
XL-HDL-FC,0.0210,0.0103,Free Cholesterol in Very Large HDL
Tyr,0.0148,0.0094,Tyrosine
Glu-lactate,0.0152,0.0086,Glucose-lactate
L-LDL-C%,0.0098,0.0084,Cholesterol to Total-Lipids in Large LDL percentage
Citrate,0.0195,0.0082,Citrate
XXL-VLDL-FC%,0.0078,0.0056,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0082,0.0049,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Creatinine,0.0097,0.0047,Creatinine
Glu,0.0070,0.0038,Glucose
3-Hydroxybutyrate,0.0077,0.0037,3-Hydroxybutyrate
Ile,0.0048,0.0035,Isoleucine
XL-VLDL-FC%,0.0070,0.0030,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-CE%,0.0037,0.0025,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Phe,0.0033,0.0020,Phenylalanine
L-VLDL-FC%,0.0032,0.0015,Free Cholesterol to Total-Lipids in Large VLDL percentage
Unsaturation,0.0022,0.0012,Degree of Unsaturation
His,0.0027,0.0011,Histidine
Omega-3,0.0012,0.0006,Omega-3 Fatty Acids
IDL-FC,0.0020,0.0006,Free Cholesterol in IDL
IDL-TG%,0.0003,0.0003,Triglycerides to Total-Lipids in IDL percentage
IDL-FC%,0.0005,0.0003,Free Cholesterol to Total-Lipids in IDL percentage
Gln,0.0007,0.0003,Glutamine
Acetate,0.0002,0.0001,Acetate
S-LDL-CE%,0.0002,7.3404e-05,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,0.0002,4.3015e-05,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
