Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2547,0.4734,Creatinine
Gly,0.2107,0.1448,Glycine
GlycA,0.0600,0.0449,Glycoprotein Acetyls
LDL-size,0.0500,0.0385,Average Diameter for LDL Particles
IDL-FC%,0.0353,0.0331,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-CE%,0.0253,0.0262,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Tyr,0.0280,0.0208,Tyrosine
Gln,0.0293,0.0191,Glutamine
Albumin,0.0272,0.0159,Albumin
His,0.0187,0.0151,Histidine
Lactate,0.0232,0.0147,Lactate
L-LDL-PL%,0.0230,0.0133,Phospholipids to Total-Lipids in Large LDL percentage
Acetone,0.0152,0.0104,Acetone
VLDL-size,0.0178,0.0101,Average Diameter for VLDL Particles
3-Hydroxybutyrate,0.0183,0.0098,3-Hydroxybutyrate
Sc-ala,0.0263,0.0094,Spectrometer-corrected alanine
Acetoacetate,0.0077,0.0082,Acetoacetate
M-LDL-C%,0.0077,0.0077,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.0102,0.0077,Phospholipids to Total-Lipids in Small HDL percentage
Phe,0.0120,0.0068,Phenylalanine
XS-VLDL-PL%,0.0085,0.0066,Phospholipids to Total-Lipids in Very Small VLDL percentage
Ile,0.0097,0.0059,Isoleucine
XL-HDL-FC%,0.0080,0.0057,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,0.0027,0.0043,Phospholipids to Total-Lipids in Large HDL percentage
SM,0.0077,0.0039,Sphingomyelins
L-HDL-FC%,0.0048,0.0036,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-6/Omega-3,0.0062,0.0033,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Glu-lactate,0.0025,0.0030,Glucose-lactate
Omega-3%,0.0050,0.0028,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0040,0.0027,Pyruvate
Ala,0.0022,0.0025,Alanine
L-LDL-C%,0.0033,0.0024,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.0042,0.0023,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3,0.0035,0.0020,Omega-3 Fatty Acids
SFA%,0.0038,0.0019,Saturated Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0022,0.0019,Citrate
M-HDL-TG,0.0015,0.0019,Triglycerides in Medium HDL
Val,0.0022,0.0017,Valine
L-VLDL-FC%,0.0013,0.0014,Free Cholesterol to Total-Lipids in Large VLDL percentage
Leu,0.0028,0.0013,Leucine
XXL-VLDL-PL%,0.0020,0.0012,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetate,0.0015,0.0011,Acetate
Omega-6%,0.0017,0.0011,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Glu,0.0005,0.0011,Glucose
IDL-FC,0.0022,0.0009,Free Cholesterol in IDL
XS-VLDL-CE%,0.0010,0.0006,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC,0.0012,0.0005,Free Cholesterol in Very Large HDL
M-LDL-PL%,0.0008,0.0004,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA%,0.0003,0.0004,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0003,0.0004,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-CE%,0.0008,0.0004,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LA%,0.0005,0.0003,Linoleic Acid to Total-Fatty Acids percentage
DHA,0.0003,0.0002,Docosahexaenoic Acid
S-LDL-PL%,0.0002,0.0001,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-CE%,0.0002,7.1694e-05,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
